smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)C=C)OC)CC1)c1cccc(F)c1,1,1,8.55284196865778,8.55284196865778,2.8,2.8,IC50,BindingDB,50582747,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.55284196865778,8.55284196865778,2.8,2.8,IC50,BindingDB,50582738,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.55284196865778,8.55284196865778,2.8,2.8,IC50,ChEMBL,CHEMBL5071412,Menin,2021,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=O)C(C6)(F)F,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,PubChem,176456326.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(C)CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,BindingDB,50582735,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,ChEMBL,CHEMBL5090509,Menin,2021,high_potency_<=100nM,True,True
C=CC(=O)N1CC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)C1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5411956,Menin,2021,high_potency_<=100nM,True,True
C=CC(=O)N1CCC[C@H](S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)C1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5079839,Menin,2021,high_potency_<=100nM,True,True
C=CC(=O)Nc1cccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5OC(=O)NC)CC4)C3)cc2)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5763217,Menin,2021,high_potency_<=100nM,True,True
C=CC(=O)Nc1cccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](Cn5ccnc5CC)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL6014762,Menin,2021,high_potency_<=100nM,True,True
CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccc(F)cc21,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5974610,Menin,2021,high_potency_<=100nM,True,True
CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL6047118,Menin,2021,high_potency_<=100nM,True,True
CCc1nccn1CC([C@H]1CCC[C@@H]1OC(=O)NC)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,480343,Menin,,high_potency_<=100nM,True,True
CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5931080,Menin,2021,high_potency_<=100nM,True,True
CCc1nccn1C[C@]([C@H]1CCC[C@@H]1NC(=O)OC)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cccc(NC(=O)C=C)c2)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,506339,Menin,,high_potency_<=100nM,True,True
CN1Cc2ccc(F)cc2C(C1)([C@H]1CCC[C@@H]1OC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,480255,Menin,,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C1)([C@H]1CCC[C@@H]1OC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,480146,Menin,,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C1)([C@H]1CCC[C@@H]1OC(N)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,480158,Menin,,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)([C@H]2CCC[C@@H]2OC(N)=O)C1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5816906,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,480341,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,480346,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5964939,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5905647,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cccc(NC(=O)C=C)c2)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,506335,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)C=C)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,506338,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN2CCCC2)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,506365,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(CN(C2)c2ccc(cc2)S(=O)(=O)[C@H]2CCCN(C2)C(=O)C=C)OC)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,50582749,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN(C)C)CC1)c1cccc(F)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,BindingDB,50511911,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCC5)C4)cc3)C2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL5906828,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL4466396,Menin,2020,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN(C)C)CC1)c1cccc(F)c1,4,1,8.502182402701225,8.522878745280337,3.15,3.0,IC50,BindingDB,50511906,Menin,,high_potency_<=100nM,True,True
CN(C)C/C=C/C(=O)N1CC(C1)S(=O)(=O)C2=CC=C(C=C2)N3CC(C3)CN4CCC(CC4)[C@](CN(C)C)([C@H]5CCC[C@@H]5NC(=O)OC)C6=CC(=CC=C6)F,4,1,8.5,8.958607314841775,3.5,1.1,IC50,PubChem,155523910.0,,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(F)CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.494850021680094,8.494850021680094,3.2,3.2,IC50,BindingDB,50582734,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.494850021680094,8.494850021680094,3.2,3.2,IC50,ChEMBL,CHEMBL5088651,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CN(C6)C(=O)/C=C/CN7CCCCC7)C8=CC(=CC=C8)F,4,1,8.49148333035061,9.0,3.3,1.0,IC50,PubChem,146673079.0,,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,6,1,8.481486060122112,8.522878745280337,3.3,3.0,IC50,ChEMBL,CHEMBL4435830,Menin,2019;2020;2021;2024,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)C[C@H](C(=O)C6)COC,1,1,8.481486060122112,8.481486060122112,3.3,3.3,IC50,PubChem,176456299.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCOCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.468521082957745,8.468521082957745,3.4,3.4,IC50,BindingDB,50582740,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.468521082957745,8.468521082957745,3.4,3.4,IC50,ChEMBL,CHEMBL5088354,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC(C)(O)CC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.455931955649724,8.455931955649724,3.5,3.5,IC50,BindingDB,50582739,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.455931955649724,8.455931955649724,3.5,3.5,IC50,BindingDB,50582736,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.455931955649724,8.455931955649724,3.5,3.5,IC50,ChEMBL,CHEMBL5082413,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.455931955649724,8.455931955649724,3.5,3.5,IC50,ChEMBL,CHEMBL5075855,Menin,2021,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)CC5CCC6(CC5)C[C@H](C(=O)C6)COC,1,1,8.443697499232712,8.443697499232712,3.6,3.6,IC50,PubChem,176456296.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(O)CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.443697499232712,8.443697499232712,3.6,3.6,IC50,BindingDB,50582743,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.443697499232712,8.443697499232712,3.6,3.6,IC50,ChEMBL,CHEMBL5086858,Menin,2021,high_potency_<=100nM,True,True
C=CC(=O)N1CCC[C@@H](S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)C1,1,1,8.431798275933005,8.431798275933005,3.7,3.7,IC50,ChEMBL,CHEMBL5083305,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(CN(C2)c2ccc(cc2)S(=O)(=O)[C@@H]2CCCN(C2)C(=O)C=C)OC)CC1)c1cccc(F)c1,1,1,8.431798275933005,8.431798275933005,3.7,3.7,IC50,BindingDB,50582750,Menin,,high_potency_<=100nM,True,True
C=CC(=O)N1CCC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](CN5CCC5)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)(OC)C3)cc2)CC1,1,1,8.42021640338319,8.42021640338319,3.8,3.8,IC50,ChEMBL,CHEMBL5081374,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(CN(C2)c2ccc(cc2)S(=O)(=O)C2CCN(CC2)C(=O)C=C)OC)CC1)c1cccc(F)c1,1,1,8.42021640338319,8.42021640338319,3.8,3.8,IC50,BindingDB,50582748,Menin,,high_potency_<=100nM,True,True
CN(C)C/C=C/C(=O)N1CC(C1)S(=O)(=O)C2=CC=C(C=C2)N3CC(C3)CN4CCC(CC4)[C@](C#N)([C@H]5CCC[C@@H]5NC(=O)OC)C6=CC(=CC=C6)F,5,1,8.397940008672037,8.522878745280337,4.0,3.0,IC50,PubChem,134961227.0,,,high_potency_<=100nM,True,True
C#CC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5763525,Menin,2021,high_potency_<=100nM,True,True
C/C=C/C(=O)Nc1cccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5770979,Menin,2021,high_potency_<=100nM,True,True
C=CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)cc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5831219,Menin,2021,high_potency_<=100nM,True,True
CC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CNCc2ccccc21,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5938942,Menin,2021,high_potency_<=100nM,True,True
CC(=O)N[C@H]1CCC[C@@H]1C1(CNCc2ccccc12)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480225,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)([C@H]1CCC[C@@H]1NC(=O)NC)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480228,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(=O)NC)C1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5975630,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)N[C@H]1CCC[C@@H]1C(CN)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480260,Menin,,high_potency_<=100nM,True,True
CNC(=O)N[C@H]1CCC[C@@H]1C(CN)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5822575,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2nn(C)cc2Br)CC1)c1ccccc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480167,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4nn(C)cc4Br)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5829566,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1)(C1CCN(CC2CN(C2)c2ccc(cc2)C(F)(F)F)CC1)c1ccccc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480356,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2COC2)CC1)c1ccccc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480347,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(C(F)(F)F)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5743156,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4COC4)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5985246,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)CN(C)Cc2ccccc21,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5798441,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C1(CN(C)Cc2ccccc12)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,480150,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN2CCCCC2)CC1)c1cccc(F)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,506362,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN2CCOCC2)CC1)c1cccc(F)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,506350,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccc(NC(=O)C=C)cc2)CC1)c1cccc(F)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,506352,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cccc(NC(=O)\C=C\C)c2)CC1)c1cccc(F)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,506353,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,50582741,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN2CCC(F)CC2)CC1)c1cccc(F)c1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,50511909,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCCC5)C4)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL6004475,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCOCC5)C4)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5796888,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL5087485,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCC(F)CC5)C4)cc3)C2)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL4527504,Menin,2020,high_potency_<=100nM,True,True
Fc1cccc(c1)[C@@](C#N)([C@H]1CCC[C@@H]1NC(=O)C#C)C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,506373,Menin,,high_potency_<=100nM,True,True
NS(=O)(=O)Cc1ccc(CN2CCC3(CCN(C3)c3ncnc4sc(CC(F)(F)F)cc34)C2)cc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,BindingDB,50321317,Menin,,high_potency_<=100nM,True,True
NS(=O)(=O)Cc1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL4164572,Menin,2018,high_potency_<=100nM,True,True
CC(C)N(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CN(C(=O)[C@H]3N[C@H]4CC[C@@H]3C[C@H]4CC3CC3)C2)C1)C(C)C,1,1,8.387216143280265,8.387216143280265,4.1,4.1,IC50,ChEMBL,CHEMBL6017372,Menin,2020,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CN(C2)C(=O)[C@H]2N[C@H]3CC[C@@H]2C[C@H]3CC2CC2)C1,1,1,8.387216143280265,8.387216143280265,4.1,4.1,IC50,BindingDB,470580,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True
CCC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,1,1,8.3767507096021,8.3767507096021,4.2,4.2,IC50,ChEMBL,CHEMBL5081163,Menin,2021,high_potency_<=100nM,True,True
CCC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)[C@](CN2CCC2)([C@H]2CCC[C@@H]2NC(=O)OC)c2cccc(F)c2)(C1)OC,1,1,8.3767507096021,8.3767507096021,4.2,4.2,IC50,BindingDB,50582753,Menin,,high_potency_<=100nM,True,True
