smiles,n_measurements,n_sources,p_herg_median,p_herg_best,herg_value_nm_median,herg_value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM,herg_blocker_label,herg_label_policy
Fc1ccc(Cn2c(N3CCC(n4cccc4)CC3)nc3ccccc32)cc1,1,1,6.804100347590767,6.804100347590767,157.0,157.0,Ki,ChEMBL,CHEMBL558339,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1,2,1,6.802599111418644,6.835647144215563,158.0,146.0,IC50,ChEMBL,CHEMBL2324256,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(Cn2c(N3CCC(N(C)C)CC3)nc3ccccc32)cc1,1,1,6.801342913045577,6.801342913045577,158.0,158.0,Ki,ChEMBL,CHEMBL558468,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1,1,1,6.801342913045577,6.801342913045577,158.0,158.0,IC50,ChEMBL,CHEMBL2324243,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
FC(F)(F)c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,1,1,6.801342913045577,6.801342913045577,158.0,158.0,IC50,ChEMBL,CHEMBL3775793,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1nc2ccc3c(c2s1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL256442,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL2146809,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cn1,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL244945,hERG / KCNH2,2007.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL1080293,hERG / KCNH2,2010.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ncoc1-c1nnc(SCCCN2[C@@H]3CC[C@H]2C[C@@H](c2ccc(C(F)(F)F)cc2)C3)n1C,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL1257336,hERG / KCNH2,2010.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccccn1,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL3775554,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cncnc1,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL3775572,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1cc(-c2nnc(SCCCN3CC4CCN(c5ccc(C(F)(F)F)cc5)C4C3)n2C)cn1,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL3775036,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1c2ccncc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,1,1,6.799998134593398,6.799998134593398,158.49,158.49,IC50,ChEMBL,CHEMBL2146813,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(=O)oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,1,1,6.798602875679549,6.798602875679549,159.0,159.0,IC50,ChEMBL,CHEMBL2387260,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
FCCCN1CC(Nc2ccc([C@@H]3c4ccc5[nH]ncc5c4C[C@@H](C(F)F)N3CC(F)F)nc2)C1,2,1,6.796900288168343,8.55284196865778,4551.4,2.8,IC50,ChEMBL,CHEMBL4780699,hERG / KCNH2,2018.0;2020.0,weak_1uM_to_10uM,False,False,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1nc(CCCN2CCCCC2)cc(-c2cccc(C(F)(F)F)c2)n1,2,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50;Ki,ChEMBL,CHEMBL1084400,hERG / KCNH2,2010.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)c1cc(C(=O)NC[C@H]2CCN(CCc3ccc(OC(F)(F)F)c(F)c3)C2)on1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL4574825,hERG / KCNH2,2019.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1,1,6.795880017344075,6.795880017344075,160.0,160.0,Ki,ChEMBL,CHEMBL227169,hERG / KCNH2,2007.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOc1ccc2nc(/N=C/c3nc(-c4ccc(Br)cc4)oc3O)sc2c1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,EC50,ChEMBL,CHEMBL1964945,hERG / KCNH2,,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOc1ccccc1N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1.Cl,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL5597217,hERG / KCNH2,2024.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.O=S(=O)(O)CCS(=O)(=O)O,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL4871821,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.O=[N+]([O-])O,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL4859906,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccccc2OC)CC1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL1836247,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)nc2)N1CC1(F)CC1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL5866400,hERG / KCNH2,2020.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Clc1cccc(N2CCN(CCCCOc3cc4ccccc4cn3)CC2)c1Cl,1,1,6.795880017344075,6.795880017344075,160.0,160.0,Ki,ChEMBL,CHEMBL522044,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(=O)nc(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc21,1,1,6.795880017344075,6.795880017344075,160.0,160.0,Ki,ChEMBL,CHEMBL207296,hERG / KCNH2,2006.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Fc1ccc(C2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)c(-c2ccccc2)c1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL4434876,hERG / KCNH2,2024.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,Ki,ChEMBL,CHEMBL2011946,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL2441433,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(OC(F)F)cc2)c2cccc(F)c12)C1CC1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,Ki,ChEMBL,CHEMBL1910318,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1n(Cc2ccc(Cl)cc2)c2sc3c(c2c2ncnn12)CCN(CC1CC1)C3,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL4086861,hERG / KCNH2,2017.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
[2H]C([2H])(O)CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,1,1,6.795880017344075,6.795880017344075,160.0,160.0,IC50,ChEMBL,CHEMBL3221133,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
NC(=O)c1cc(-c2ccccc2F)sc1Nc1cccc(CN2CCOCC2)n1,1,1,6.79317412396815,6.79317412396815,161.0,161.0,IC50,ChEMBL,CHEMBL3234874,hERG / KCNH2,2014.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(-c2ccc(C#Cc3cccc(C#Cc4ccc(-c5ccc(OC)cc5)cc4)[n+]3C)cc2)cc1.O=S(=O)([O-])C(F)(F)F,2,1,6.793056873835198,6.978810700930062,176.0,105.0,Kd;Ki,ChEMBL,CHEMBL3590499,hERG / KCNH2,2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,6,1,6.790002703917631,7.2400301424456925,162.18,57.54,IC50,ChEMBL,CHEMBL219916,hERG / KCNH2,2002.0;2005.0;2008.0;2009.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCc1cc(OC2CCN(CCC(C)S(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,2,1,6.78998877268406,6.879985747921933,165.68,131.83,IC50,ChEMBL,CHEMBL4068414,hERG / KCNH2,2017.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCc1cc(Cn2cc(-c3ccc(Cl)c(OC(F)F)c3)cn2)n[nH]1,1,1,6.787812395596042,6.787812395596042,163.0,163.0,IC50,ChEMBL,CHEMBL5949688,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(CCN2CCC(Nc3nc4ccccc4[nH]3)CC2)cc1,1,1,6.7854210464295015,6.7854210464295015,163.9,163.9,IC50,ChEMBL,CHEMBL4213322,hERG / KCNH2,2017.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1,1,6.785156151952302,6.785156151952302,164.0,164.0,Ki,ChEMBL,CHEMBL253022,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCN(CC)CC.NC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,1,1,6.779891911959945,6.779891911959945,166.0,166.0,IC50,ChEMBL,CHEMBL4211068,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(Cl)cc1,1,1,6.779891911959945,6.779891911959945,166.0,166.0,Ki,ChEMBL,CHEMBL253439,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCCCN(CC)CC#CCc1ccc(Cl)cc1,3,1,6.777283528852417,8.309803919971486,167.0,4.9,IC50;Ki,ChEMBL,CHEMBL3093969,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1ccc(-c2cccc(F)c2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,1,1,6.777283528852417,6.777283528852417,167.0,167.0,IC50,ChEMBL,CHEMBL473475,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,22,1,6.777153539479513,6.83000246293343,167.05,147.91,IC50;Ki,ChEMBL,CHEMBL85,hERG / KCNH2,2002.0;2003.0;2004.0;2005.0;2008.0;2009.0;2011.0;2013.0;2015.0;2016.0;2017.0;2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOC(=O)N1CCN(C(=O)C2(c3ccccc3)CCN(c3cc(N)ccn3)CC2)CC1,1,1,6.772113295386326,6.772113295386326,169.0,169.0,Ki,ChEMBL,CHEMBL493743,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,2,1,6.771816983435478,8.657577319177793,6501.1,2.2,IC50,ChEMBL,CHEMBL5787348,hERG / KCNH2,2018.0;2020.0,weak_1uM_to_10uM,False,False,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1F,2,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL2146873,hERG / KCNH2,2012.0;2017.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1Cc1ccccc1,2,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL487059,hERG / KCNH2,2008.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)CN1C[C@H](Cc2ccc(Cl)cc2)N(C2CCN(c3ccccn3)CC2)C[C@@H]1C,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL5562985,hERG / KCNH2,2024.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL492620,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccn2C)=NC1c1ccc(F)cc1Br,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL4079561,hERG / KCNH2,2018.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N(C)[C@@H]2CCN(CCCc3ccc(Cl)cc3)C2)C1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL375330,hERG / KCNH2,2006.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)CCN(C)C(=O)c1ccc(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)cc1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL1215755,hERG / KCNH2,2010.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(B3C=CC=CN3)cc2)CC1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL5281608,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)nc1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL3582316,hERG / KCNH2,2015.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccccc1,1,1,6.769551078621726,6.769551078621726,170.0,170.0,IC50,ChEMBL,CHEMBL3086047,hERG / KCNH2,2013.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
FC(F)(F)c1ccc(-n2cc(Cn3ccnc3C3CC3)nn2)cc1,2,1,6.761953896871205,6.761953896871205,173.0,173.0,IC50,ChEMBL,CHEMBL5742311,hERG / KCNH2,2018.0;2019.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2cnc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,2,1,6.761294656046374,8.42021640338319,3951.9,3.8,IC50,ChEMBL,CHEMBL5884532,hERG / KCNH2,2018.0;2020.0,weak_1uM_to_10uM,False,False,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,8,1,6.760977051992167,6.770011163455189,173.39,169.82,IC50;Ki,ChEMBL,CHEMBL998,hERG / KCNH2,2002.0;2003.0;2005.0;2008.0;2009.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C#N)c4)c3c2)CC1,1,1,6.7594507517174005,6.7594507517174005,174.0,174.0,IC50,ChEMBL,CHEMBL3221111,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,1,1,6.75448733218585,6.75448733218585,176.0,176.0,IC50,ChEMBL,CHEMBL2069501,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]2C[C@@H]3CN(CC(O)c4ccccc4)C[C@@H]3C2)c1,1,1,6.752026733638193,6.752026733638193,177.0,177.0,Ki,ChEMBL,CHEMBL597033,hERG / KCNH2,2010.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cnccn1,2,1,6.75000321026368,6.900008766455315,188.54,125.89,IC50,ChEMBL,CHEMBL3774683,hERG / KCNH2,2016.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,2,1,6.7495799976911055,6.7495799976911055,178.0,178.0,IC50,ChEMBL,CHEMBL468397,hERG / KCNH2,2008.0;2014.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,2,1,6.7495799976911055,6.7495799976911055,178.0,178.0,IC50,ChEMBL,CHEMBL1094028,hERG / KCNH2,2010.0;2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3F)CC2)cc1,1,1,6.7495799976911055,6.7495799976911055,178.0,178.0,IC50,ChEMBL,CHEMBL4208355,hERG / KCNH2,2017.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc2nccc(CCN3CCC(NC(=O)c4cc(F)c(Cl)c(F)c4)CC3)c2n1,1,1,6.7495799976911055,6.7495799976911055,178.0,178.0,IC50,ChEMBL,CHEMBL5395597,hERG / KCNH2,2023.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)ccc43)C[C@@H]21,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL4866113,hERG / KCNH2,2021.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL1079313,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1CCc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CC[C@@H]1C2=O,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL498100,hERG / KCNH2,2009.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCN(C)C)c1,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,Ki,ChEMBL,CHEMBL1761520,hERG / KCNH2,2011.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cccc(CN2CCCCCCC2)c1OCc1csc(-c2ccccc2)n1,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL197243,hERG / KCNH2,2005.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2F)nc2sccc12,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL4520763,hERG / KCNH2,2020.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CCN3CCOCC3)nc(-c3ccc(C)o3)n2)n1,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,Ki,ChEMBL,CHEMBL256755,hERG / KCNH2,2008.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccsc1/C=N/N(C)c1cnc2ccccc2n1,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,EC50,ChEMBL,CHEMBL3207466,hERG / KCNH2,,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cl.Clc1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1Cl,1,1,6.7447274948966935,6.7447274948966935,180.0,180.0,IC50,ChEMBL,CHEMBL2171418,hERG / KCNH2,2012.0,moderate_100nM_to_1uM,False,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
