PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.196 uM,Total_Fluorescence-Activity at 0.391 uM,Total_Fluorescence-Activity at 0.783 uM,Total_Fluorescence-Activity at 1.565 uM,Total_Fluorescence-Activity at 3.131 uM,Total_Fluorescence-Activity at 6.261 uM,Total_Fluorescence-Activity at 12.52 uM,Total_Fluorescence-Activity at 25.04 uM,Total_Fluorescence-Activity at 50.09 uM,Total_Fluorescence-Activity at 100.2 uM,Total_Fluorescence-Activity at 181.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.196 uM,FP-Activity at 0.391 uM,FP-Activity at 0.783 uM,FP-Activity at 1.565 uM,FP-Activity at 3.131 uM,FP-Activity at 6.261 uM,FP-Activity at 12.52 uM,FP-Activity at 25.04 uM,FP-Activity at 50.09 uM,FP-Activity at 100.2 uM,FP-Activity at 181.8 uM,FP-Activity at 287.5 uM,Compound QC
200,17509547,4401703,C1=CC=C(C=C1)C(=O)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.4627,,,,,,,,,,-5.8557,-3.2888,-6.071,-2.6822,-1.1587,-1.3593,0.0406,0.8366,0.3486,1.495,1.3447,0.4627,,,,,,,,,4,,2.381,,,,,,,,,,-1.0673,0.6568,0.7389,0,-0.5747,1.3957,-1.5599,-0.4926,-0.0821,0,0.1642,2.381,,,QC'd by Chem Div
201,17431879,2294457,C1=CC=C(C=C1)/C=C/C(=O)NC2=NN=C(S2)SCC(=O)C3=CC4=CC=CC=C4C=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.534,,,,,,,,,,-7.7024,-3.078,-1.3063,-1.1192,-0.9159,-0.6816,-2.0214,-0.4414,0.0621,3.2325,1.494,-0.534,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.0809,,,,,,,,,,2.9935,4.8544,2.5081,1.6181,0,1.3754,1.2945,-1.8608,-1.8608,-1.8608,0.0809,-0.0809,,,QC'd by ChemBridge
202,17401785,135510946,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC4=CC=CC=C4C(=O)N3O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-7.9793,,,,,,,,,,,,2.5273,1.6796,2.1502,1.9398,1.7641,3.0271,3.3538,1.198,0.6636,-3.5385,-3.0018,-7.9793,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,9.5045,,,,,,,,,,,,2.8432,-4.4679,-0.8123,-0.1625,-0.3249,1.381,-2.0309,1.7059,0.5686,4.8741,6.8237,9.5045,QC'd by DPISMR
203,49645236,1093724,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)Br)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.84,,,,,,,,,,0.3089,0.4151,0.1556,0.1924,-0.8437,1.5745,0.919,0.877,0.674,-0.3884,-0.5407,-3.84,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 1,-3.6946,,,,,,,,,,-2.1346,-0.9031,0.6568,0,-0.821,1.0673,-4.1051,0.7389,-0.6568,-1.8883,-8.9491,-3.6946,,,QC'd by Asinex Ltd.
204,26747927,9571016,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.Cl.Cl,Active,43,,,Inhibitor,141.254,93.976,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-22.6562,,,,,,,,,,,,1.9459,1.3568,2.8949,2.7217,2.2886,-1.0927,2.2907,1.9677,-3.6247,-7.6094,-16.6715,-22.6562,Partial curve; high efficacy,-3.85,3.132,0.9865,-97.857,-3.881,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-95.9383,,,,,,,,,,,,-3.6556,-2.3558,-1.6247,-2.2746,-2.762,-2.5183,-5.6052,-2.5995,-9.342,-19.5776,-50.6093,-95.9383,QC'd by Microsource
205,49679707,874817,CC1=CC=C(C=C1)C2=NNC(=C2)C3=C(C=C(C=C3)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 1 0,-0.3735,,,,,,,,,,,,-6.6281,-7.2906,-7.5789,-3.7404,-6.6581,-5.0798,-2.5189,-2.7444,-1.9756,-0.5752,-5.5324,-0.3735,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,2.762,,,,,,,,,,,,-1.4622,3.8993,1.0561,-1.4622,-1.4622,-4.3867,-3.0057,-3.9805,-2.6807,-3.2494,-1.8684,2.762,QC'd by Chem Div
206,17516331,2335783,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)COC(=O)C4=CC=C(O4)Br,Inconclusive,10,,,Fluorescent,158.489,57.6019,,Partial curve; partial efficacy,-3.8,3.5117,0.951,58.62,1.0181,2.2,0 0 0 0 0 0 0 0 0 0 0 0,65.3334,,,,,,,,,,,,2.6187,1.3321,0.5473,1.6833,2.4659,1.3205,0.5147,1.3963,1.2623,3.2859,21.3918,65.3334,Single point of activity,-3.6,4.4495,0.7752,-123.361,2.5122,-3,0 0 0 0 0 0 0 0 0 0 0 0,-92.3328,,,,,,,,,,,,-3.2626,-1.876,0.9788,-3.752,-2.447,-0.1631,-6.3622,2.1207,-4.323,8.3197,33.279,-92.3328,QC'd by Enamine
207,26671226,5720057,CC1=C[N+](=CC=C1)C2=C(SC(=N2)[O-])/C=N/NC3=CC=C(C=C3)[N+](=O)[O-],Inconclusive,10,,,Fluorescent,158.489,43.9973,,Partial curve; partial efficacy,-3.8,3.0654,0.9451,44.2708,0.2736,2.2,0 0 0 0 0 0 0 0 0 0 0 0,46.2095,,,,,,,,,,,,1.334,-0.7287,1.3589,-1.6374,0.1735,1.8185,-3.1328,-1.6032,5.2602,5.0709,17.28,46.2095,Partial curve; high efficacy,-3.85,3.0654,0.9766,-90.913,-7.0117,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-89.1304,,,,,,,,,,,,-5.8528,-9.3645,-5.7692,-6.689,-4.1806,-5.1839,-4.6823,-8.6957,-9.5318,-23.0769,-43.5619,-89.1304,QC'd by null
208,49724835,16331419,CC(C(=O)N(C)CC1=CC(=CC=C1)F)N2CCN(CC2)CC3=CC(=C(C=C3)OC)OC.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.634,,,,,,,,,,-5.2192,-5.303,-4.2544,-2.495,-1.5948,-2.0327,-0.6375,1.4973,-1.1639,0.0975,1.915,3.634,,,,,,,,,4,1 0 1 0 0 0 0 0 0 0 0 0,-2.9126,,,,,,,,,,-0.9709,1.9417,5.8252,4.4498,2.589,1.2945,-0.0809,-1.6181,-2.2654,0.3236,1.2945,-2.9126,,,QC'd by Enamine
209,4237628,3232741,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=COC=C3,Inconclusive,10,,,Fluorescent,141.254,82.9149,,Partial curve; high efficacy,-3.85,3.9295,0.9182,83.1911,0.2763,2.1,0 0 0 0 0 0 0 0 0 0 0 0,92.4346,,,,,,,,,,,-0.0197,1.2367,1.1983,-0.3694,0.0203,1.7094,0.8996,1.3155,0.7559,5.0535,11.2067,92.4346,,Partial curve; high efficacy,-3.85,3.9295,0.9416,-154.004,-0.8082,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-160.42,,,,,,,,,,,1.2259,-0.7005,-2.627,-2.014,-2.627,-0.7881,-3.7653,-3.8529,-2.7145,-12.3468,-24.3433,-160.42,,QC'd by Pharmacopeia
210,24783645,16188200,C1CC(OC1)CNC(=O)C2=CC=C(C=C2)OC3CCN(CC3)C(=O)C4CC4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.2647,,,,,,,,,,-10.2505,-5.9705,-7.085,-3.8252,-3.823,-2.12,-0.7261,-0.3643,-1.024,-1.7695,-1.0399,0.2647,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.7915,,,,,,,,,,8.7849,5.5829,9.3596,5.3366,4.4335,5.4187,5.7471,6.5681,2.8736,3.4483,0.9031,2.7915,,,QC'd by ChemBridge
211,49731066,15995144,C1=COC(=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)Br)O,Inconclusive,10,,,Quencher,316.228,100.742,,Partial curve; partial efficacy,-3.5,2.8473,0.9849,-100,0.7416,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-39.6274,,,,,,,,,,,,-0.1321,0.9149,2.9569,0.1226,0.3762,0.9448,-0.909,0.9209,0.5437,-1.3531,-10.7304,-39.6274,Partial curve; high efficacy,-3.65,2.3332,0.9234,114.989,-2.5555,2.1,0 0 0 0 0 0 0 0 0 0 0 0,87.1126,,,,,,,,,,,,-0.6525,-0.9788,0.7341,0.0816,-0.7341,0,-4.1599,0.571,-1.3866,-0.571,12.1533,87.1126,QC'd by Chem Div
212,49667027,1910997,CCN(CC)C1=NC(=NC(=N1)C2=CC=C(C=C2)C(=O)NN)C3=CC=C(C=C3)C(=O)NN,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0,-6.7637,,,,,,,,,,,,0.9604,-1.7522,2.1342,2.7081,2.9564,1.8818,-0.2097,-2.527,-0.8439,-1.7617,-4.6813,-6.7637,,,,,,,4,,-6.9862,,,,,,,,,,,,-3.4931,-3.0869,-2.5183,0.3249,-1.5435,-0.4874,-5.4427,-1.9496,0.8123,-3.6556,-3.4931,-6.9862,QC'd by InterBioScreen
213,17414227,1132322,CCC(=O)NC1=CC=C(C=C1)C2=NC(=NC(=C2)C3=CC=CC=C3)C4=CC=C(C=C4)NC(=O)CC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.9119,,,,,,,,,,,,-10.1085,-7.697,-6.0273,-3.7381,-4.499,-4.0506,-3.8909,-2.2378,-2.2465,-3.5757,-3.3216,-4.9119,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0,6.7425,,,,,,,,,,,,1.5435,1.2185,-3.0057,-3.2494,-0.4874,-3.9805,-4.7116,-2.5995,-5.0366,-4.7116,1.1373,6.7425,QC'd by DPISMR
214,50112821,9282,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8,Inconclusive,10,,,Quencher,31.6979,28.0154,,Partial curve; partial efficacy,-4.499,3.9295,0.9759,-30.5154,-2.5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-32.0961,,,,,,,,,,-4.1103,-4.4263,-5.0294,-2.7169,-2.2382,-1.4349,0.0865,-1.3289,-1.2265,-14.5183,-28.0852,-32.0961,,,Complete curve; high efficacy,-4.499,3.132,0.9949,-98.1748,-2.5227,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-102.265,,,,,,,,,,-4.5307,-0.9709,-2.6699,-0.4045,-5.3398,-0.4045,-2.6699,-4.6117,-7.0388,-42.3139,-87.7832,-102.265,,,QC'd by SigmaAldrich
215,17413039,2870810,C1C2CC3CC1CC(C2)(C3)N4C=C(C(=N4)C(=O)NC5=CC6=CC=CC=C6C=C5)Br,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-3.7326,,,,,,,,,,0.3224,0.6798,3.6984,0.3624,4.2232,3.2652,3.1267,1.5,2.6479,1.0824,-0.8556,-3.7326,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 1 0,-12.4595,,,,,,,,,,-1.9417,0.0809,-0.3236,-1.9417,-0.9709,-1.6181,-5.2589,-1.9417,-4.0453,-1.8608,-14.3204,-12.4595,,,QC'd by DPISMR
216,24784170,54679256,CCOC(=O)CC1=CSC(=N1)NC(=O)C2=C(C3=CC=CC=C3N(C2=O)CCC(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,-3.9105,,,,,,,,,,-5.7092,-4.1789,-4.0967,-1.3795,-0.7874,1.6018,0.8873,1.4009,-1.8022,1.7005,1.4595,-3.9105,,,,,,,,,4,,-5.0082,,,,,,,,,,-4.4335,-3.9409,-2.9557,-1.4778,-0.7389,0.0821,-1.2315,0.3284,-6.4039,-3.1199,-3.9409,-5.0082,,,QC'd by Asinex Ltd.
217,49675404,16315584,CC1=CC=CC=C1CN2CCN(CC2)C(C)C(=O)NCC3=CC=CC=C3,Inconclusive,26,,,Inhibitor,398.107,108,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.0103,,,,,,,,,,-10.2085,-7.5028,-7.6859,-5.3143,-4.3646,-0.8908,-2.0196,-2.7072,-2.0952,-0.4421,-1.1493,-3.0103,,,Partial curve; partial efficacy,-3.4,0.8,0.9752,-100,8,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-31.446,,,,,,,,,,,8.5366,6.8815,7.5784,7.5784,5.1394,3.3101,2.3519,1.4808,-1.7422,-7.8397,-25,-31.446,,QC'd by Enamine
218,17414262,1337412,CCOC1=C(C=C(C=C1)C2=NN(C=C2/C=C\3/C(=O)N=C(S3)N)C4=CC=CC=C4)C,Inconclusive,10,,,Fluorescent,158.489,50.8039,,Partial curve; partial efficacy,-3.8,3.132,0.9157,47.8834,-2.9204,2.2,0 0 0 0 0 0 0 0 0 0 0 0,53.6113,,,,,,,,,,,,-5.7919,-4.7492,-4.6864,-3.9992,-0.8143,-1.3193,0.0811,-0.0278,-0.543,0.1106,11.7522,53.6113,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-13.0788,,,,,,,,,,,,-1.2998,-0.8123,-4.6304,0.4874,-3.5743,-1.5435,-2.2746,-4.4679,-6.0114,-0.4062,13.16,-13.0788,QC'd by DPISMR
219,26726012,16745855,CCCNC(=O)C1=CC2=C(C=C1)C(=O)C(=C(N2)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,12.2412,,,,,,,,,,-6.8245,-4.7428,-5.7026,-2.7935,-1.6638,-1.4863,0.4361,1.0899,-0.2432,0.85,2.7366,12.2412,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.8604,,,,,,,,,,2.381,4.3514,5.9934,3.3662,2.7915,1.4778,5.0903,2.381,1.9704,-2.6273,-6.1576,-14.8604,,,QC'd by null
220,17515557,5199132,COC1=CC(=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CS5)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,-2.1105,,,,,,,,,,0.9407,1.3714,1.165,1.0195,-0.2,2.179,1.5343,2.7301,3.1238,-3.6745,-3.2247,-2.1105,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-10.5911,,,,,,,,,,-0.0821,2.2167,0.1642,-1.1494,0.1642,-2.381,-0.3284,1.7241,2.7094,-0.9031,-10.0985,-10.5911,,,QC'd by Life Chemicals
221,17402430,326577,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CSN=N3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.627,,,,,,,,,,-7.5722,-6.69,-6.6418,-5.9738,-2.5243,-2.9453,0.2109,0.1566,0.6239,0.8126,0.4835,0.627,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,2.7508,,,,,,,,,,2.6699,3.8026,6.877,4.5307,5.0162,3.1553,2.0227,3.1553,0.8091,1.0518,-0.7282,2.7508,,,QC'd by DPISMR
222,49731343,3659357,CCC1=CC=C(C=C1)CNC(=O)CCS(=O)(=O)CC2=CC=CC=C2F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.1165,,,,,,,,,,-6.0837,-4.235,-3.2455,-2.597,0.659,-0.6275,-1.4543,1.4588,-0.0667,3.6646,3.96,3.1165,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.288,,,,,,,,,,-0.0809,2.0227,-2.3463,0.4045,-2.2654,-1.699,-3.2362,-4.5307,-5.9061,-4.4498,-4.1262,-4.288,,,QC'd by Chem Div
223,49675280,16301825,CC(C1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,7.077,,,,,,,,,,,,-7.4477,-7.7254,-6.5682,-5.1581,-6.0349,-4.2518,-2.9959,-2.5067,0.1415,-2.2768,-0.2232,7.077,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-12.6726,,,,,,,,,,,,-3.3306,7.3924,1.7872,3.6556,-1.2998,2.8432,-1.6247,-1.5435,-5.4427,-7.1487,-2.1121,-12.6726,QC'd by Enamine
224,49647721,942131,CN1CCC2=C(C1)SC3=NC(=NC(=C23)N)SCC(OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,7.4229,,,,,,,,,,1.8422,2.2222,-0.7684,2.5631,3.9903,3.469,6.0235,4.4443,3.4316,3.8146,3.3919,7.4229,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-18.123,,,,,,,,,,-2.7508,-4.6117,-0.1618,-5.4207,-2.9126,-4.4498,-4.6117,-6.5534,-2.6699,-2.8317,-18.2848,-18.123,,,QC'd by InterBioScreen
225,17403042,3679261,C1=CC(=C(C(=C1)Cl)CN2C=CC=C(C2=O)NC(=O)C3=C(C=CC=C3Cl)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,4.2668,,,,,,,,,,,,1.0805,0.8091,3.0368,1.7748,1.6978,2.2502,-0.2244,-0.9291,-1.2215,-2.7813,-1.2665,4.2668,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,15.922,,,,,,,,,,,,-1.7872,-4.4679,1.6247,-1.7872,-3.0869,-2.6807,0.2437,-1.7872,1.5435,-1.7059,3.818,15.922,QC'd by DPISMR
226,49680434,16311107,C1=CC=C(C=C1)N2C=NC=C2C(=O)NC3=CC=C(C=C3)C(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.1561,,,,,,,,,,-5.6588,-8.5436,-4.8238,-3.8041,-2.7993,-2.6581,0.5823,-0.2956,1.2103,0.3506,2.325,3.1561,,,,,,,,,4,,1.2136,,,,,,,,,,8.2524,1.0518,3.5599,3.1553,4.3689,5.9061,4.6926,-1.1327,5.0162,-1.2945,1.6181,1.2136,,,QC'd by Enamine
227,26664778,312002,CC1=NC=C(C=C1)C#CC(C)(C(C)(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.1705,,,,,,,,,,-10.432,-7.0313,-5.3079,-4.3447,-2.0015,-1.9729,-3.165,-1.3283,-1.1763,-0.4458,2.1105,2.1705,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.6472,,,,,,,,,,8.5761,8.4142,9.7087,6.877,6.9579,7.1197,7.0388,4.7735,3.9644,2.4272,2.9935,-0.6472,,,QC'd by NCI Chemotherapeutic Agents Repository
228,17431564,5759278,CN\1CCS/C1=C/C=C/2\C(=O)N(C(=S)S2)CC3=CC=CC=C3,Inconclusive,10,,,Fluorescent,19.9526,93.4703,,Complete curve; high efficacy,-4.7,1.8851,0.9952,92.7578,-0.7125,1.1,0 0 0 0 0 0 0 0 0 0 0 0,87.5535,,,,,,,,,,,0,-0.3297,-0.1608,0.2716,1.2989,0.2833,11.9187,29.8722,64.5361,87.6638,87.8389,87.5535,,Complete curve; high efficacy,-4.749,3.99,0.9899,-188.615,3.0206,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-182.767,,,,,,,,,,-2.6699,-3.6408,-0.0809,-1.0518,1.2945,2.9126,8.8997,18.6084,-61.8932,-171.602,-182.767,-182.767,,,QC'd by Asinex Ltd.
229,29217477,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,Active,80,,,Inhibitor,31.6228,102.448,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-27.5055,,,,,,,,,,-10.7173,-12.2346,-8.4566,-6.4356,-4.9445,-4.0478,-4.7911,-6.0776,-7.3023,-10.6023,-12.9744,-27.5055,,,Complete curve; high efficacy,-4.5,1.9887,0.9928,-95.3885,7.0598,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-98.7458,,,,,,,,,,,,3.8462,9.8662,5.6856,4.7659,8.4448,6.3545,2.6756,-17.0569,-56.3545,-75.8361,-84.6154,-98.7458,QC'd by SigmaAldrich
230,26749241,5004,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,Inconclusive,10,,,Quencher,31.6979,26.0402,,Complete curve; partial efficacy,-4.499,3.9295,0.9384,-31.6709,-5.6307,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-31.0332,,,,,,,,,,-9.4928,-8.8088,-8.5514,-6.8321,-5.3597,-4.2032,-2.6089,-3.4901,-3.5187,-14.4059,-31.3924,-31.0332,,,Complete curve; high efficacy,-4.4,1.3437,0.9962,-87.5854,11.5,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-81.0976,,,,,,,,,,,12.4564,13.676,11.1498,8.7108,9.4077,5.7491,-0.2613,-6.0105,-27.5261,-47.6481,-71.5157,-81.0976,,QC'd by Microsource
231,865511,666765,CC1=C2COC(CC2=C3C4=C(C(=NC=N4)NCC5CCCO5)OC3=N1)(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.3667,,,,,,,,,,-7.8728,-7.5607,-7.4141,-4.2383,-3.7235,-2.7957,-2.0928,-1.3584,0.7133,0.125,0.3825,2.3667,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0,-1.2315,,,,,,,,,,3.6125,5.5008,7.3892,7.9639,1.8883,2.7915,5.5008,2.7094,0.0821,3.2841,2.4631,-1.2315,,,QC'd by DPISMR
232,4258580,532088,COCC(=O)NC1=CC=CC2=CC=CC=C21,Inactive,0,,,Inactive,,,,,,,,,,4,,1.3457,,,,,,,,,,2.809,-2.1418,1.1263,2.056,3.3704,3.3417,3.5968,3.2104,2.6781,2.2546,0.8036,1.3457,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0,-12.3153,,,,,,,,,,-0.821,-6.486,-0.2463,0.0821,-0.6568,-0.7389,-0.3284,-0.6568,-2.7094,-1.0673,-10.3448,-12.3153,,,QC'd by DPISMR
233,26664472,66733,C1=CC=C2C=C(C=CC2=C1)NC(=O)CS,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-4.1495,,,,,,,,,,-4.9182,-3.2545,-2.1523,0.7098,0.528,1.7379,-0.0153,2.674,4.1031,3.3833,1.9405,-4.1495,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-22.9885,,,,,,,,,,-7.3892,-1.7241,-4.023,-3.9409,-2.2167,-2.2989,-5.8292,-4.4335,-2.1346,-2.0525,-4.4335,-22.9885,,,QC'd by NCI Chemotherapeutic Agents Repository
234,49649538,13413786,C1CC2CNC3=CC=CC=C3N2C1,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.1705,,,,,,,,,,-7.5565,-4.301,-4.6204,-1.711,-1.6328,0.9466,-0.6515,1.6137,-0.7569,2.5286,1.2246,0.1705,,,,,,,,,4,1 0 1 0 0 0 0 0 0 0 0 0,-3.7767,,,,,,,,,,0.5747,3.8588,6.7323,2.8736,1.0673,-2.0525,3.2841,-0.9031,0.6568,-1.3136,-0.1642,-3.7767,,,QC'd by Chem Div
235,24814141,16194242,CCCN(CCC)CCCNC(=S)NC1=CC2=C(C=C1)N=C(C=C2C)N3CCCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.8997,,,,,,,,,,-4.3703,-4.2001,-3.5205,-2.8879,-1.4686,0.4694,1.9475,2.3298,2.5731,1.5474,1.8572,0.8997,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,-6.486,,,,,,,,,,-1.4778,0.6568,-2.9557,-2.4631,-3.7767,-2.8736,-4.7619,-2.1346,-5.1724,-2.1346,-5.2545,-6.486,,,QC'd by Chem Div
236,26666289,908911,CCN1C(=O)[C@H]2[C@@H](C1=O)NN=C2C(=O)C3=NC=CN=C3,Inconclusive,20,,,Inhibitor,251.189,102.139,,,,,,,,4,,2.4338,,,,,,,,,,0.4813,0.2997,-0.0021,1.4013,1.0529,0.0514,0.253,0.827,1.2029,0.2595,1.0951,2.4338,,,Single point of activity,-3.6,2.2526,0.9471,-100,2.1394,-3,0 0 0 0 0 0 0 0 0 0 0 0,-42.0732,,,,,,,,,,,4.9652,0.8711,3.7456,5.1394,0.8711,-4.7909,1.7422,1.3066,-1.2195,1.3937,-9.9303,-42.0732,,QC'd by null
