modeling_row,structure_id,standard_inchi_key,smiles,herg_blocker_label,endpoints,assay_families,document_year,document_years,structure_group_key,bemis_murcko_group,scaffold_grouping_method,requested_split_strategy,actual_split_strategy,split_sha256,dataset_sha256,split
1128,STR-6A3CF6BDE626F956AB33,IGKDWPYZOWAYQX-UHFFFAOYSA-N,CN(C)C(=O)CNCCc1cccc(OCCCC(C)(F)F)c1,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-6A3CF6BDE626F956AB33,c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1129,STR-6A4DE293013DF0DE00C5,ZAXPNQCHLXWUKI-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1)N1CCCC(CO)C1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-6A4DE293013DF0DE00C5,O=C(CC1CCN(Cc2ccc(-c3ccccc3)o2)CC1)N1CCCCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1130,STR-6A60EE3C4EB5C87570A2,BWGDNQKDAHVZHJ-UHFFFAOYSA-N,CC(=O)NCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-6A60EE3C4EB5C87570A2,O=C(NCc1ccccc1)c1cn2ccc3cc(CN4CCOCC4)cc(c1=O)c32,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1131,STR-6A620724FFBA2CA3A396,YRDBYJNFZJBXNY-UHFFFAOYSA-N,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,IC50,electrophysiology_functional,2011.0,2011.0;2012.0,STR-6A620724FFBA2CA3A396,O=C(CCc1ccccc1)c1ccccc1OCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1132,STR-6A7D0CDDC4796C1CADC8,QODPGRHWJBWTJC-UHFFFAOYSA-N,COCCOc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1S(=O)(=O)C(C)(C)C,0,IC50,electrophysiology_functional,2018.0,2018.0,STR-6A7D0CDDC4796C1CADC8,c1ccc2c(Nc3cc[nH]n3)ccnc2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1133,STR-6A83AE4DEADB03CBE3CC,SARLJYCGRBSBIR-ACCUITESSA-N,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2Cl)C1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-6A83AE4DEADB03CBE3CC,c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1134,STR-6A87E6B8DAAFF709EC00,YMXLDCZQTRKESQ-UHFFFAOYSA-N,Nc1nc(NC2CCNC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-6A87E6B8DAAFF709EC00,c1ccc(-c2cc3ncnc(NC4CCNC4)c3s2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1135,STR-6AC82C51EAE0417F369B,WFZUDDFKDDQSCZ-AWEZNQCLSA-N,CC(C)c1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@@H]2CCO)n1,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-6AC82C51EAE0417F369B,O=C(Cn1cncn1)N1CCN(c2scnc2-c2cncnc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1136,STR-6AC8401CBACDA06BA16F,UZMNRNLKNVPBTB-UHFFFAOYSA-N,Cc1cc(F)ccc1-c1cc2c(cn1)ncn2-c1ccc(OC(F)F)cc1,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-6AC8401CBACDA06BA16F,c1ccc(-c2cc3c(cn2)ncn3-c2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1137,STR-6AE4D3565C66AF6E2F5F,BCTUVZJFJIFLND-GJZUVCINSA-N,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(CC(N)=O)cc1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6AE4D3565C66AF6E2F5F,c1ccc(-c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1138,STR-6AE8E3570B3C033EC016,UOHXUSCZQJMWQO-PVUDRZGPSA-N,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6AE8E3570B3C033EC016,O=C(Nc1cccc(C23COCCC2CSC=N3)c1)c1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1139,STR-6B021CEB6AE69253348E,FOVSNASTDPXXSC-UONOGXRCSA-N,Cc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)nc1C(C)C,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-6B021CEB6AE69253348E,c1ccc(Nc2cnnc(NC3CCCCC3)c2)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1140,STR-6B369E18AF7F7825702E,AZOMJHJHJUYVCE-UHFFFAOYSA-N,C[S+]([O-])c1ccc(-c2cnc3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)nn23)cc1,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-6B369E18AF7F7825702E,O=S(=O)(c1cccc(-c2ccc3ncc(-c4ccccc4)n3n2)c1)C1CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1141,STR-6B48FAC312324FEB91ED,RISPNOHMAQRTSD-UHFFFAOYSA-N,CCC(=O)N1CCc2nc(Nc3ccc(C#N)cc3)nc(Oc3c(C)cc(C#N)cc3C)c2C1,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-6B48FAC312324FEB91ED,c1ccc(Nc2nc3c(c(Oc4ccccc4)n2)CNCC3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1142,STR-6B53E1CD271DB06C3131,QCQXHPGCLHGFID-CQSZACIVSA-N,O=C(Cn1cnc(C2CC2)n1)N1CCN(c2sc(C(F)(F)F)nc2-c2cnc(C(F)(F)F)nc2)C[C@H]1CCO,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-6B53E1CD271DB06C3131,O=C(Cn1cnc(C2CC2)n1)N1CCN(c2scnc2-c2cncnc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1143,STR-6B8B472AF8F2D84559CC,BQDDSWFSIPPWHN-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-c2cnn3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)cc23)cc1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-6B8B472AF8F2D84559CC,O=S(=O)(c1cccc(-c2ccn3ncc(-c4ccccc4)c3c2)c1)C1CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1144,STR-6BC23A3892034C947EA1,OXFLDCMTABTCAE-HXUWFJFHSA-N,CNC[C@@H](Cc1ccccc1)c1ccc2ccccc2c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-6BC23A3892034C947EA1,c1ccc(CCc2ccc3ccccc3c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1145,STR-6BDB687AA583336A3468,DTTCWHFSSJMYLJ-UHFFFAOYSA-N,NC(=O)c1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,1,IC50,electrophysiology_functional,2017.0,2017.0,STR-6BDB687AA583336A3468,c1ccc(-c2cccc3nc(-c4cccnc4)nc(NCc4ccccn4)c23)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1146,STR-6BDDD52804D7365E242F,KOMIFCCAVCRCAW-GOSISDBHSA-N,Nc1nc(N2CCC3(CC2)Cc2ncccc2[C@H]3N)cnc1Sc1ccncc1Cl,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-6BDDD52804D7365E242F,c1cnc2c(c1)CC1(CCN(c3cnc(Sc4ccncc4)cn3)CC1)C2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1147,STR-6BDF4A95B476652D7A1D,IARIPQCAAVOTIF-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2c(Cl)ccc(S(N)(=O)=O)c2Cl)CC1,0,IC50,electrophysiology_functional,2011.0,2011.0,STR-6BDF4A95B476652D7A1D,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1148,STR-6BF6A3765885E7C91857,RSVBTLSIVBWMNF-LJQANCHMSA-N,C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-6BF6A3765885E7C91857,O=C1COC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1149,STR-6C0E4119958FA95E874D,SQGRDKSRFFUBBU-SFHVURJKSA-N,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-6C0E4119958FA95E874D,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1150,STR-6C185934EBE7799D375A,GNMYWKHLMGDVKX-UHFFFAOYSA-N,C[n+]1c(C#CCOc2ccc(Cl)cc2)cccc1C#CCOc1ccc(Cl)cc1,0,IC50,electrophysiology_functional,2013.0,2013.0,STR-6C185934EBE7799D375A,C(#Cc1cccc(C#CCOc2ccccc2)[nH+]1)COc1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1151,STR-6C254C856E032692DE82,KVAUYQFSODRWMC-UHFFFAOYSA-N,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2c(N)ncnc21,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6C254C856E032692DE82,O=C(Cc1ccccc1)Nc1cncc(C(=O)c2c[nH]c3ncncc23)c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1152,STR-6C31FED20DC7BACFADA4,YFMQHUHDMJCXEB-UHFFFAOYSA-N,COc1ccc2c(ccc(=O)n2CCN2CCC(NCc3cnc(C)c(C#N)c3)CC2)n1,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-6C31FED20DC7BACFADA4,O=c1ccc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1153,STR-6C9B2424645E41693414,ZDILAMLZSXMAPA-FDDCHVKYSA-N,Cc1c2c(n3c1CCCN1CCCC[C@@H]1[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-6C9B2424645E41693414,O=C1CCCc2c1cc1n2-c2cccc(c2)NCC2CCCCN2CCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1154,STR-6CA03AA1A83088E33826,PFSGEFYLEHABKV-UHFFFAOYSA-N,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cnccn2)C1=O,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-6CA03AA1A83088E33826,O=C1COC2(CCN(CCc3ccccc3)CC2)CN1c1cnccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1155,STR-6CB6635662DDE6FC9572,RKMGYDRDBCWJAD-AJTFRIOCSA-N,Oc1ccc2c(c1)OC[C@H](c1cc(F)c(F)cc1F)[C@@H]2c1ccc(OCCN2CC(CF)C2)cc1,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-6CB6635662DDE6FC9572,c1ccc(C2COc3ccccc3C2c2ccc(OCCN3CCC3)cc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1156,STR-6CBF1358E36372843EE5,YBJBHTIPCKIVHE-UHFFFAOYSA-N,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-6CBF1358E36372843EE5,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3ccccc3)cc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1157,STR-6CFC6476F4BCCAFB3AAE,IWBMTMOXRFICLO-PMACEKPBSA-N,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N2)n1,0,IC50,electrophysiology_functional,2022.0,2022.0,STR-6CFC6476F4BCCAFB3AAE,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccn3)n2)N1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1158,STR-6D0CE28AC99A7883192A,SCXSQUUTGCWHFU-WJOKGBTCSA-N,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-6D0CE28AC99A7883192A,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1159,STR-6D10F7AA4CFCBAD8658F,BPPHZYQGDXOLKS-VOIUYBSRSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2F)N1CC(F)(F)F,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-6D10F7AA4CFCBAD8658F,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1160,STR-6D17856900B1A57516BD,QWZHDOMIJYSQJZ-UHFFFAOYSA-N,c1ccc(-c2nnc(CN3CCN(Cc4nc5ccccc5s4)CC3)o2)cc1,0,IC50,electrophysiology_functional,2012.0,2012.0,STR-6D17856900B1A57516BD,c1ccc(-c2nnc(CN3CCN(Cc4nc5ccccc5s4)CC3)o2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1161,STR-6D1F360C34FC5A9789AD,BXYLBPZPCRRRIX-MYIFBMMKSA-N,FCC[C@@H]1Cc2ccccc2C2(CCC(N3CCN(C4CCCCC4)CC3)CC2)O1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-6D1F360C34FC5A9789AD,c1ccc2c(c1)CCOC21CCC(N2CCN(C3CCCCC3)CC2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1162,STR-6D20FE571A4C9C25C390,DAFSCUDUKCWLDL-KRWDZBQOSA-N,Cc1nc2cnc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-6D20FE571A4C9C25C390,O=c1c2cc(Oc3ccccc3)ncc2ncn1CC1CCCNC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1163,STR-6D4AF6B401756320F346,LMIJWMKERJOIOJ-UHFFFAOYSA-N,CC(C)c1nc(Nc2cc(NCCN)nnc2C(N)=O)ccc1F,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-6D4AF6B401756320F346,c1ccc(Nc2ccnnc2)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1164,STR-6D4F025FEB714DEE6EA6,HWQIIVFZLJEVAL-UHFFFAOYSA-N,O=C(c1ccc(Oc2cccc(Cl)c2)nc1)N1CCCN(C2CCC2)CC1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-6D4F025FEB714DEE6EA6,O=C(c1ccc(Oc2ccccc2)nc1)N1CCCN(C2CCC2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1165,STR-6D692D3B2CEE146319CF,UVPUKFGJDDGPJD-UHFFFAOYSA-N,N#Cc1ccc(Oc2ccc3nc(OCC(=O)N4CCOCC4)ccc3c2)cc1,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-6D692D3B2CEE146319CF,O=C(COc1ccc2cc(Oc3ccccc3)ccc2n1)N1CCOCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1166,STR-6D753BC808ED50474076,JFJXCACXSCLUAC-BUHFOSPRSA-N,O=C(/C=C/c1ccccc1)N1CCC2(CCCC(=O)N2Cc2ccccc2)CC1,1,IC50,electrophysiology_functional,2025.0,2025.0,STR-6D753BC808ED50474076,O=C(C=Cc1ccccc1)N1CCC2(CCCC(=O)N2Cc2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1167,STR-6DA83592873768B4BD18,MUZLRNIRKDVCIS-UHFFFAOYSA-N,CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-6DA83592873768B4BD18,C1=C(CN2CC[SH+]CC2)NC(c2nccs2)=NC1c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1168,STR-6DA908EBCE2751E3E666,ZPEQTWCNLPUENN-UHFFFAOYSA-N,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(CCS(C)(=O)=O)C2=O,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-6DA908EBCE2751E3E666,O=C1NCCc2nc(OCc3conc3-c3ccccc3)ccc21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1169,STR-6DB83460FFF59B3D352F,JBKRYXZRSADYOU-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2c(F)ccc(NS(C)(=O)=O)c2F)CC1,0,IC50,electrophysiology_functional,2011.0,2011.0,STR-6DB83460FFF59B3D352F,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1170,STR-6DC2099C0AFBE4D59DDF,IBZJKEOJOGAMGJ-COPLHBTASA-N,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-6DC2099C0AFBE4D59DDF,c1ccc(C23CNCC2C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1171,STR-6DE361605D954C0133EB,KLQDZSYTMPJBBU-UWJYYQICSA-N,Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6DE361605D954C0133EB,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1172,STR-6E1D7E1F153C256C5829,XLFGBVPUBXZBJM-HSZRJFAPSA-N,N[C@@H]1c2cc(F)ccc2CC12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-6E1D7E1F153C256C5829,c1ccc2c(c1)CC1(CCN(c3cnc4c(N5CCCc6ncccc65)n[nH]c4n3)CC1)C2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1173,STR-6E3B6736A7668A68B02B,CKMRXGUDSNAKMN-UHFFFAOYSA-N,COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-6E3B6736A7668A68B02B,c1ccc(-c2cncc(CNC3CCCC3)c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1174,STR-6E3E88E316583AB87B90,ANMSOARYIIUEQS-UHFFFAOYSA-N,O=c1cc(-c2cc3ccncc3n2-c2ccc(Cl)cc2)ccn1C1CC1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-6E3E88E316583AB87B90,O=c1cc(-c2cc3ccncc3n2-c2ccccc2)ccn1C1CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1175,STR-6E4D751E11CFBA71A0BD,CRAJXQNFXAOYDL-UHFFFAOYSA-N,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cc[nH]c(=O)c1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6E4D751E11CFBA71A0BD,O=c1cc(-c2nnc(SCCCN3CC4CCN(c5ccccc5)C4C3)[nH]2)cc[nH]1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
