evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,CLH,um/min.mg,6,7.7,7.795,33.0,89.10000000000001,90.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,um/ml,29,4.0,4.5600000000000005,17.0,73.63999999999999,77.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,umol/min/g,1,79.04,79.04,79.04,79.04,79.04,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,umol/min/kg,1,9.6,9.6,9.6,9.6,9.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,umol/min/mg,34,3.0,3.0,26.5,647.5400000000011,866.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,umol/min/ml,6,13.0,13.25,88.0,172.35,173.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH(app),,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH(app),ul/min,111,0.99,1.8,23.0,182.9600000000001,184.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH(app),ul/min/ml,18,13.0,14.19,43.0,839.6399999999999,858.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,l/h,1,11.5,11.5,11.5,11.5,11.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,l/hr,63,0.0044,0.004772,2.6,29.108000000000004,30.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,mL/min/kg,747,0.0,0.0,0.6,10.907999999999992,59.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,ml/hr,15,24.98,29.4908,6920.0,11621.619999999999,11869.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,ml/min,60,0.27,0.2936,91.95,532.1099999999991,692.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,ml/min/1.73m2,1,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,mlmin-1,7,0.03,0.0306,0.06,1.327,1.33,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL_renal,mls-1,7,0.02,0.042800000000000005,1.1,6.879999999999999,7.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLb,%,7,6.0,6.48,32.0,54.82,55.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLd/F,l/hr,3,15.4,15.418000000000001,16.3,19.240000000000002,19.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLint,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLint,ul/(min.pmol),2,0.00804,0.0167796,0.44502,0.8732604,0.882,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLint,ul/min/1e6cells,39,3.0,3.0,7.3,462.4999999999993,567.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLint,ulmin-1mg-1,7,7.0,7.0,14.0,58.139999999999986,60.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLt/F,ul/min,2,3.8,3.912,9.4,14.888,15.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CRC/CRC0,uM,128,0.6222,0.982626,1.1749999999999998,18.832500000000035,22.67,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Caco-2 A-B,cms-1,3,18.4,18.581999999999997,27.5,46.512,46.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Caco-2 Papp,cms-1,34,1e-07,1e-07,6.249999999999999e-07,2.0680000000000005e-05,2.2e-05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Calculated Ratio,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Carboxylase activity,dpm,4,5770.0,5770.9,9000.0,12588.0,12600.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cell Viability,%,189,0.6826,0.853864,99.38,158.4924,163.86,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cell permeation,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cell permeation,cms-1,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Clearance,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Clerance,lhr-1kg-1,1,14.0,14.0,14.0,14.0,14.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,%,7,5.52,5.9262,31.0,200.15999999999994,207.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,%id,5,0.15,0.1672,0.68,3.488,3.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,h,13,0.1,0.1,2.0,1549.9859999999983,1749.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,hr.fmol,14,1.99,1.99,78.75,195.66,198.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,hr.ng/ml,1,136.33,136.33,136.33,136.33,136.33,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,kg/l,2,0.09,0.0914,0.16,0.2286,0.23,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,l/hr,2,1436.0,1448.84,2078.0,2707.16,2720.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,mg,2,2.5,14.475,601.25,1188.025,1200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,mgkg-1,20,0.052,0.09912,18.1,6868.4799999999905,8200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,microg.hr/ml,3,0.07,15.8486,789.0,3401.68,3455.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,microm.hr,2,1.3,1.319,2.25,3.181,3.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,min,16,0.14,0.155,445.5,2441.0499999999997,2566.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,nM,26978,0.0,0.8985509999999999,1848.11,1582887.907499985,4303328531068.16,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng,2,469.5,493.618,1675.4,2857.1820000000002,2881.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng.hr,1,4075.0,4075.0,4075.0,4075.0,4075.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng.hr/g,2,2829.0,2849.31,3844.5,4839.69,4860.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng.hr/ml,15,0.16,0.1628,391.0,12422.159999999998,12976.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/10^6cells,1,8.0,8.0,8.0,8.0,8.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/10^6cellsin4h,1,15.0,15.0,15.0,15.0,15.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/g,412,0.0,3.0,470.5,69585.9999999999,261748.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/hr,4,355.0,357.49,679.0,1294.4199999999998,1306.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/hr/ml,2,314.0,316.86,457.0,597.14,600.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/kg,9,320.0,325.04,1490.0,16584.224000000002,17394.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/mg,48,1.5,1.735,219.0,2769.534900000001,3227.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/mgprot.,3,0.7,0.716,1.5,5.42,5.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/ml.hr,6,91.0,142.374,2036.475,3648.202,3680.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ng/ml/mg,4,4.34,4.34,5.54,7.5548,7.58,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ngequiv/g,12,74.0,122.4,1310.0,9543.890000000001,9621.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ngg-1,24,0.0,0.0,179.5,3738.669999999999,4261.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ngkg-1,1,461.0,461.0,461.0,461.0,461.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,nmg-1,2,0.9,0.921,1.95,2.979,3.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,nml-1hr-1,4,144.0,147.66,4261.5,9143.58,9171.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,nmol/g,63,0.05,0.062400000000000004,5.83,170.8580000000001,192.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,pg/g,2,0.0,0.75,37.5,74.25,75.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,pmol.hr/g,6,60.0,60.45,169.45,398.185,403.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,pmol/10^6cells,4,0.257,0.29909,5.745,9.9076,9.91,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,pmol/g,11,9.8,10.885,1666.0,4300.0,4350.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,u,2,2.5,2.504,2.7,2.896,2.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug,8,0.29,0.29209999999999997,2.7249999999999996,23.787999999999997,24.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug/10^6cells,4,1.09,1.0966,1.345,2.0104999999999995,2.03,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug/g,92,0.0,0.015470000000000001,3.0549999999999997,14451.910000000144,52580.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug/hr,6,0.06,0.067,1.05,2.6505000000000005,2.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug/kg,6,283.0,284.575,682.0,4637.55,4685.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug/mL,1259,4.2e-06,0.0049102,0.854,785.7400000000143,4930000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ug/ml.hr,1,7.12,7.12,7.12,7.12,7.12,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ugequiv/g,9,0.07,0.3972,14.78,38.6204,39.29,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ugg-1,13,0.0,0.17279999999999998,8.85,37.79279999999999,38.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ughrml-1,2,1.2,1.2248999999999999,2.445,3.6651,3.69,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ugm-1min-1,1,30.5,30.5,30.5,30.5,30.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,ulml-1,2,0.43,0.4372,0.7899999999999999,1.1427999999999998,1.15,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,um-1kg-1,13,0.023,0.02456,0.218,1.3928799999999997,1.447,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,um.hr,4,1.4,1.424,3.64,6.4574,6.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,um.kg/mg,4,0.47,0.48769999999999997,1.1400000000000001,1.3461,1.35,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax,umol/kg,6,0.5,0.5365,2.7350000000000003,7.8999999999999995,7.93,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cmax_triphosphate,pmol/10^6cells,1,80.0,80.0,80.0,80.0,80.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Compound recovery,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Compound recovery,%,46,0.11,0.11900000000000001,1.795,95.99999999999999,98.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Compound remaining,%,15,4.0,4.42,44.0,62.86,63.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Concentration,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Concentration,dpm,5,883.0,1543.68,26050.0,32640.0,32800.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Concentration,nmmin-1(mgofprotein)-1,12,0.65,0.6588,84.01,4581.000000000002,5010.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Concentration,uM,33,0.0,0.0,0.9,476.96,500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Control,%,38,0.0,4.07,77.5,137.34000000000003,144.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Covalent binding,%,5,0.05,0.05,0.45,3.092,3.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cp,nM,2,0.6,0.606,0.8999999999999999,1.194,1.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cp,uM,3,0.2,0.21600000000000003,1.0,2.274,2.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Cp(f),ugml-1,1,2.5,2.5,2.5,2.5,2.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ct,mmol/g,2,450.0,451.6,530.0,608.4,610.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ct,nM,10,1.0,1.0,2.9,50.99200000000001,54.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,D,10'-6cm2/s,1,0.78,0.78,0.78,0.78,0.78,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,D,10'-7cm2/sec,2,4.7,4.705,4.95,5.195,5.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,DNA on filter,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,DOSE,mg.kg-1,2,6.0,6.24,18.0,29.759999999999998,30.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Decrease,%,10,0.7,0.727,1.35,2.664,2.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Degradation,%,4,45.0,45.33,84.5,117.85,118.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Deuterium retention,%,30,3.0,3.0,78.0,92.0,92.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Distribution,%,6,1.4,1.45,6.05,17.200000000000003,17.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug absorption,%,14,21.0,22.1453,43.0,96.61,97.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug absorption,microg/cm2,3,15.78,17.1024,81.9,186.907,189.05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug degradation,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug degradation,%,205,0.0,0.0,19.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug degradation,ul/min,15,10.0,10.0,200.0,200.0,200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug excretion,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug excretion,%,17,0.1,0.1,21.1,56.72,58.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug excretion,pmol,2,6.2,6.208,6.6,6.992,7.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,%,5054,-50.0,0.0,26.0,100.0,250.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,%/min/pmol,16,0.0,0.0,0.0155,0.36924999999999997,0.37,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,/min,7,0.0073,0.007582,0.014,0.016,0.016,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,10^6no_unit,8,13.2,24.372,211.25,464.553,473.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,mM,20,0.0,0.01463,0.625,6.321999999999992,7.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,microl/min/mg,90,1.0,1.8900000000000001,6.85,347.0,347.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,microm/min/mg,5,10.0,10.0,30.0,97.2,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ml/min.kg,15,0.14,0.19460000000000002,0.89,44.67999999999998,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ml/min/g,10,1.22,1.2362,6.574999999999999,50.0,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,nM,23,1.0,1.066,50.0,669.2000000000002,700.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,nanomol/min,7,0.0,0.0,0.0,0.12519999999999998,0.13,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ng,2,2.0,2.0,2.0,2.0,2.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ng/mL,57,1.0,1.0,56.0,3012.9199999999987,3373.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,nmol/mg/min,6,0.45,0.4505,0.605,0.8865000000000001,0.89,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,nmol/min,125,0.0,0.0,0.11,4.1772000000000125,7.51,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,nmol/min/mg,235,0.0,0.0,0.04,1.1527999999999963,2.07,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol,84,0.004,0.00483,6.9,3784.08,3804.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/hr,7,3.4,5.596,426.0,1240.7799999999997,1273.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/mg,2,13264.0,13264.28,13278.0,13291.72,13292.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/mg.hr,20,100.0,100.0,100.0,1109.2499999999998,1133.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/mg/hr,68,1.0,1.67,104.0,1805.0299999999995,2000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/min,79,0.0,0.0,12.0,231.0999999999996,508.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/min/mg,27,39.0,43.68,4200.0,21109.99999999999,22800.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,pmol/min/ug,18,0.3,0.3,0.6,1.8319999999999992,1.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,uM,121,0.0,0.0,0.919,2729.799999999999,3600.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ug,7,272.0,285.56,911.0,1221.54,1230.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ugml-1,4,0.51,0.5163,5.5200000000000005,13.0748,13.16,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Drug metabolism,ul/min,16,1.9,2.1399999999999997,18.0,360.0,360.0,exact when group <=200000; deterministic first-200000 otherwise
