dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
observations,,pk_adme,AUC,ngmlkg-1,=,other_bioactivity,experimental_summary,exact_value,1,21265,21265,21265,21265,21265,21265,21265,21265,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm.hr.kg/mg,=,other_bioactivity,experimental_summary,exact_value,14,260,267.80000000000001,402.5,550,1375,4148,4200,1158.5714285714287,1227.8486245860925,972.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm.hr/g,=,other_bioactivity,experimental_summary,exact_value,6,1.1399999999999999,1.1811499999999999,2.69475,7.2650000000000006,29.342499999999998,52.972000000000001,53.869999999999997,17.902166666666666,19.960687366393195,26.647749999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm.hr/l,=,other_bioactivity,experimental_summary,exact_value,9,300,388.72000000000003,3115,8500,19740,36964.839999999997,38287,12729.222222222223,11529.4617372459,16625,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm.hr/mg/kg,=,other_bioactivity,experimental_summary,exact_value,8,0,0.070000000000000007,3.25,154.5,497.75,628.06999999999994,635,246.25,258.14034458023025,494.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm.hr/ml,=,other_bioactivity,experimental_summary,exact_value,3,496,508.25999999999999,802.5,1109,2718.5,4263.6199999999999,4328,1977.6666666666667,1680.6729472314223,1916,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm.min/ml,=,other_bioactivity,experimental_summary,exact_value,4,297.60000000000002,316.488,769.80000000000007,1435.45,2202.9000000000001,2949.3959999999997,2980.5,1537.25,1019.4441242657686,1433.0999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm/l.hr,=,other_bioactivity,experimental_summary,exact_value,1,323,323,323,323,323,323,323,323,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nm/ml,=,other_bioactivity,experimental_summary,exact_value,13,224,226.964,1596.0999999999999,3748.5,6166.5,14308.915999999992,15332.9,4393.6538461538457,3892.765628823131,4570.3999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmhr-1ml-1,=,other_bioactivity,experimental_summary,exact_value,2,21.699999999999999,21.969999999999999,28.449999999999999,35.200000000000003,41.950000000000003,48.430000000000007,48.700000000000003,35.200000000000003,13.499999999999991,13.500000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmhrml,=,pk_adme,experimental_summary,exact_value,18,29,30.530000000000001,68,88,117.75,139.81,141,89.833333333333329,33.03239151028712,49.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nml-1hr-1,=,other_bioactivity,experimental_summary,exact_value,2,384,388.54000000000002,497.5,611,724.5,833.46000000000004,838,611,227,227,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol.hr,=,other_bioactivity,experimental_summary,exact_value,6,1.22,1.5620000000000001,8.1114999999999995,1032.633,3945.5,13505.000000000002,13975,3437.4243333333329,4992.7834169997022,3937.3885,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol.hr/g,=,other_bioactivity,experimental_summary,exact_value,19,0.68000000000000005,0.73399999999999999,4.7800000000000002,16.399999999999999,168.84999999999999,533.74200000000008,545.10000000000002,111.61105263157896,162.90144908711352,164.06999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol.hr/g,=,pk_adme,experimental_summary,exact_value,14,5,8.6400000000000006,54,97,190.25,541.87999999999988,558,171.85714285714286,163.8574542281261,136.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol.hr/kg,=,other_bioactivity,experimental_summary,exact_value,4,334,348.10000000000002,686.5,1511.5,2251.75,2346.0700000000002,2350,1426.75,874.92438959032336,1565.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol.min.g-1,=,other_bioactivity,experimental_summary,exact_value,16,0,0,10.424250000000001,47.5,139.25,226.5,228,78.213437499999998,80.57191742627262,128.82575,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/100.000cellsxh,=,other_bioactivity,experimental_summary,exact_value,3,0.34999999999999998,0.36419999999999997,0.70500000000000007,1.0600000000000001,1.28,1.4912000000000001,1.5,0.97000000000000008,0.47377913278939005,0.57499999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/g,<,other_bioactivity,experimental_summary,upper_censor_bound,2,12,12,12,12,12,12,12,12,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/g,=,other_bioactivity,experimental_summary,exact_value,1,46,46,46,46,46,46,46,46,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/g.hr,<,other_bioactivity,experimental_summary,upper_censor_bound,1,19.199999999999999,19.199999999999999,19.199999999999999,19.199999999999999,19.199999999999999,19.199999999999999,19.199999999999999,19.199999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/g.hr,=,other_bioactivity,experimental_summary,exact_value,18,0.57999999999999996,0.57999999999999996,1.71,4.3499999999999996,57.887500000000003,1188.9559999999979,1402,107.05777777777777,317.31495835378092,56.177500000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/g.min,=,other_bioactivity,experimental_summary,exact_value,5,13,13.204000000000001,18.100000000000001,575,3020,7007.2639999999992,7173.3999999999996,2159.9000000000001,2741.6545778051614,3001.9000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/g/min,=,other_bioactivity,experimental_summary,exact_value,5,11,20.52,249,1275,1426,1909.8399999999999,1930,978.20000000000005,729.6227518382359,1177,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/hr,=,other_bioactivity,experimental_summary,exact_value,3,0.089999999999999997,3.8881999999999999,95.045000000000002,190,211,231.16,232,140.69666666666666,100.89161191870988,115.955,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,nmol/l.min,=,other_bioactivity,experimental_summary,exact_value,4,10886.709999999999,13214.605,69084.084999999992,90221.005000000005,137201.70000000001,267501.25199999998,272930.40000000002,116064.78000000001,96191.333318463017,68117.61500000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmhr-1g-1,=,other_bioactivity,experimental_summary,exact_value,6,104,109.45,267.5,519,787.75,2155.2000000000003,2224,737.83333333333337,708.20039929073425,520.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmkg-1,=,other_bioactivity,experimental_summary,exact_value,8,431,443.31999999999999,787.75,1466,2382.25,4709.5599999999995,4849,1843.5,1380.7387515384653,1594.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmml-1,=,pk_adme,experimental_summary,exact_value,12,48,54.159999999999997,231.75,727.5,1918.75,4629.880000000001,4849,1279.25,1381.9316266853918,1687,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmol,=,other_bioactivity,experimental_summary,exact_value,3,10.42,11.5154,37.805,65.189999999999998,67.599999999999994,69.913600000000002,70.010000000000005,48.539999999999999,27.026639944074944,29.794999999999995,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmol.hr/g,=,other_bioactivity,experimental_summary,exact_value,6,52.799999999999997,59.515000000000001,202.07499999999999,258.5,272.54999999999995,1008.3200000000002,1047,346.2166666666667,322.35175619534357,70.474999999999966,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmol.min,=,other_bioactivity,experimental_summary,exact_value,8,34,262.55000000000001,5198.75,17355,68349.5,1345783.2199999997,1431047,213506.25,464978.50077631278,63150.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,pmol.min/mg,=,other_bioactivity,experimental_summary,exact_value,4,13.800000000000001,13.806000000000001,13.949999999999999,45.5,90,127.43999999999998,129,58.450000000000003,48.194475824517475,76.049999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,s,=,other_bioactivity,experimental_summary,exact_value,7,74.299999999999997,74.299999999999997,74.449999999999989,100.09999999999999,163.44999999999999,272.24599999999992,278.89999999999998,132.72857142857143,70.271366131299729,89,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,suv.min,=,other_bioactivity,experimental_summary,exact_value,13,6.0999999999999996,9.0879999999999992,43.5,49.340000000000003,86,170.87199999999996,178,67.410769230769233,42.890685820787631,42.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,u-1hr-1ml-1,=,other_bioactivity,experimental_summary,exact_value,6,15.5,15.904999999999999,24.185000000000002,26.670000000000002,47.192499999999995,64.477500000000006,65.040000000000006,35.211666666666666,17.819701098004494,23.007499999999993,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,uM,=,other_bioactivity,experimental_summary,exact_value,204,0,0,0.19750000000000001,3,22.25,748.5,7535,71.355637254901964,535.40824759177906,22.052499999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ua.cm'-2,=,binding,experimental_summary,exact_value,3,173.30000000000001,176.36120000000003,249.83000000000001,326.36000000000001,466.82999999999998,601.68119999999999,607.29999999999995,368.98666666666668,179.72529878184147,216.99999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug.h/g,=,other_bioactivity,experimental_summary,exact_value,4,0,0.013469999999999999,0.33674999999999999,0.8145,1.9275,4.0802999999999994,4.1699999999999999,1.4497499999999999,1.6260228127243479,1.5907499999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug.hr/g,=,other_bioactivity,experimental_summary,exact_value,68,0,0.0402,1.9475,8.3000000000000007,135.58250000000001,8591.3199999999852,14557,451.81119117647057,1876.0174289135534,133.63500000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug.hr/kg,=,other_bioactivity,experimental_summary,exact_value,27,0.058000000000000003,0.068659999999999999,0.48050000000000004,3.3999999999999999,7.9000000000000004,97.238399999999842,123.8,9.975888888888889,23.199056351072706,7.4195000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug.hr/ml/day,=,other_bioactivity,experimental_summary,exact_value,2,6.5499999999999998,6.7844999999999995,12.4125,18.274999999999999,24.137499999999999,29.765499999999999,30,18.274999999999999,11.725000000000003,11.725,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug.hr/ml/mg/kg,=,other_bioactivity,experimental_summary,exact_value,18,0.01,0.01,0.20749999999999999,1.1100000000000001,2.75,4.7789999999999981,5,1.4966666666666668,1.4955080890601844,2.5425,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug.min/g,=,other_bioactivity,experimental_summary,exact_value,8,0.051999999999999998,0.072999999999999995,137.488,254,458.75,685.50800000000004,686.60000000000002,304.65050000000002,250.18830643287461,321.262,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/g,=,other_bioactivity,experimental_summary,exact_value,2,2945,2986.1599999999999,3974,5003,6032,7019.8400000000001,7061,5003,2058,2058,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/g.hr,=,other_bioactivity,experimental_summary,exact_value,9,0.69999999999999996,0.72399999999999998,1.02,12.81,85,215.39999999999998,223,52.584777777777774,73.765718327655847,83.980000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/g.min,=,other_bioactivity,experimental_summary,exact_value,2,1856215,1896344.2,2859445,3862675,4865905,5829005.7999999998,5869135,3862675,2006460,2006460,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/hr.kg,=,other_bioactivity,experimental_summary,exact_value,18,2.2599999999999998,2.3007999999999997,14.75,85.650000000000006,573,4844.197699999997,5130,704.61722222222227,1360.8933663827249,558.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/l,=,other_bioactivity,experimental_summary,exact_value,2,482,497.02999999999997,857.75,1233.5,1609.25,1969.97,1985,1233.5,751.5,751.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/mL,=,other_bioactivity,experimental_summary,exact_value,10,86,86.719999999999999,128.75,284,433.25,1785.4500000000003,1893,437.89999999999998,518.05510324674924,304.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ug/mg/day,=,other_bioactivity,experimental_summary,exact_value,1,492,492,492,492,492,492,492,492,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugequiv.hr/g,=,other_bioactivity,experimental_summary,exact_value,18,0.60999999999999999,0.66779999999999995,148.88249999999999,285.26999999999998,1098.24,2449.245199999998,2656.3800000000001,673.9661111111111,691.69594734920997,949.35750000000007,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugequiv/l.hr,=,other_bioactivity,experimental_summary,exact_value,21,755.79999999999995,845.13999999999999,3835.4000000000001,5622.3000000000002,30257.700000000001,125675.80000000005,139766,23804.314285714285,32908.332590514081,26422.299999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugh/g,=,other_bioactivity,experimental_summary,exact_value,5,0,0.00172,0.042999999999999997,4.8499999999999996,8.2599999999999998,12.522399999999999,12.699999999999999,5.1705999999999994,4.8860296192307313,8.2170000000000005,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ughml-1kg-1,=,other_bioactivity,experimental_summary,exact_value,2,0.38200000000000001,0.57518000000000002,5.2114999999999991,10.040999999999999,14.870499999999998,19.506819999999998,19.699999999999999,10.041,9.6589999999999989,9.6589999999999989,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ughr-1g-1,=,other_bioactivity,experimental_summary,exact_value,17,0,0.03424,0.34799999999999998,1.1799999999999999,2.0899999999999999,10.0976,10.4,2.2048823529411763,2.9264917941886126,1.742,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ughrum-1,=,pk_adme,experimental_summary,exact_value,23,0,0.0088000000000000005,0.81000000000000005,1.7,2.5499999999999998,5.7960000000000038,6.5,1.8482608695652174,1.4126929331073395,1.7399999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugmin/ml,=,other_bioactivity,experimental_summary,exact_value,1,173,173,173,173,173,173,173,173,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugming-1,=,other_bioactivity,experimental_summary,exact_value,2,3.2999999999999998,3.367,4.9749999999999996,6.6500000000000004,8.3249999999999993,9.9329999999999998,10,6.6500000000000004,3.3499999999999996,3.3499999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugml-1,<,other_bioactivity,experimental_summary,upper_censor_bound,1,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugml-1,=,other_bioactivity,experimental_summary,exact_value,90,0,0.053399999999999996,4.5250000000000004,21.399999999999999,44.625,420.83999999999986,638,59.058988888888891,104.6785371596186,40.100000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,ugml-1,=,pk_adme,experimental_summary,exact_value,5,1.7,1.7627999999999999,3.27,7.3600000000000003,9.4000000000000004,12.375999999999999,12.5,6.846000000000001,3.950289103344208,6.1300000000000008,exact_linear_order_statistics_disk_backed
observations,,pk_adme,AUC,uhml-1,=,other_bioactivity,experimental_summary,exact_value,3,1.0700000000000001,1.4166000000000001,9.7349999999999994,18.399999999999999,28.699999999999999,38.588000000000001,39,19.489999999999998,15.50402743375626,18.965,exact_linear_order_statistics_disk_backed
