structure_id,series_id,similarity_cluster_id,similarity_cluster_size,similarity_cluster_representative
STR-7EBB82C6BCAEFA5254DA,SER-5EC9ADEB5057661A,CLU-0EBD9A6BDEC61C5A,2,STR-71838C80D2086E8D3D84
STR-7F0EE35F1AAF9EE0E75E,SER-69B619248E52C8A9,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-7F50B57FFABE6350EAF5,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-801FAB4C61D8E9427A35,SER-269877A1B43BE0C2,CLU-460675747EBAD496,6,STR-B5D946FAC7CA35C5B953
STR-8053B83BB63EAAF32F61,SER-6E76A381F9C5E3A9,CLU-460675747EBAD496,6,STR-B5D946FAC7CA35C5B953
STR-80B7C819E96F09B4FE2E,SER-6F3389DAFB00746E,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-8131638FF64AE92C8993,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-8162199E4581352B8C4E,SER-05203AD39EE59148,CLU-83E946FCC6EC0184,4,STR-3C59D20673A9FF87E080
STR-818BBE16B70D045AF1C8,SER-87595EB6F3F0E8AE,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-826ACF8B9EB407EBF5F3,SER-3A25549E9CAA259F,CLU-C48935F2394DCE95,4,STR-F420EA9EFCC6CB3F01A3
STR-8271C886AE561654AC45,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-829AE7B5DD995022C5B7,SER-C34ED0C1C0ABF1F5,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-82C71875AD45FB58A735,SER-72E57957E598C0F4,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-82F62D7E24DAAC315910,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8327CD7E287E5727BD93,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-83AFBD5BD9110FDF3CA3,SER-A5B5BDC855290F06,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-83B9ECDFE7009BAA93EB,SER-E35959492F5DD83E,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-840734C0880BD661CE77,SER-BA912CD03DBF5CE2,CLU-F0117CB494DDBB30,6,STR-E2BF2500F662553F3983
STR-841FC2EFD5AAF36FB504,SER-3C887B53965E3428,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-843DDF86851FBE55E4F0,SER-0A8207C373DE3400,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-84B6FE8D37C3E3C10CC6,SER-B210E620CAC4DB11,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-84B9176A329FC508D11B,SER-E0EE7C7514E3DE6D,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-84E68E67151229290F47,SER-BF392468AE9FDA19,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-851AFDDDDD073021FE40,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-852CFBD6CFCE9E722768,SER-FBD8412D03D2F209,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-8535ECCB37B9DE83B0D3,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-85AF727985BBEB438A71,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-85CC09FA46180DEFBF79,SER-D0CCC78DDD1F06F9,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-86534CE59FD1A258EC1F,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-86D1B692A1E09C06CB18,SER-789386810AA6A1B8,CLU-84D1F9832538143F,2,STR-86D1B692A1E09C06CB18
STR-86DE9B893F458A7FEC98,SER-71F2CDD537A67AE5,CLU-BA523BB04A57BCDE,2,STR-86DE9B893F458A7FEC98
STR-876F949BC6A8C1B80B12,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-87B669664B96EE395F24,SER-2C16C2D45BAC162E,CLU-D05EB6AB0B00E296,13,STR-072FE59E687806FA7B3E
STR-87D12F3BEF86165DEC76,SER-8B11BACADDC8B4B4,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-882FF6702A9046F460CB,SER-DCD4116ED98121E6,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-88804765D6850674CDE0,SER-8CE6D789890AE662,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-88BBF77299762B038C6D,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-890705A7B622D31C3086,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-89EE640F6F04A852B27F,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8A794CDE3E0D8F1C731C,SER-0A8207C373DE3400,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-8A96AEE3549DB26F33DD,SER-FBD8412D03D2F209,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-8AEA189C71B920BF19B8,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8B2AB072C4548D2116F2,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8BAA965F9B38F093E239,SER-6F3389DAFB00746E,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-8C145BCDAF9049DB2CD5,SER-36A0390F29B709E0,CLU-D2029A3121A57858,1,STR-8C145BCDAF9049DB2CD5
STR-8C3A97B1A2D095352AF3,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8C455D8899B5E9DDDDFA,SER-75DEF56A62770693,CLU-5CEEA5F5F59D79A6,1,STR-8C455D8899B5E9DDDDFA
STR-8D154D34949338668AD9,SER-7797209AF1FCCD9A,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-8D22035F518E37FF47A2,SER-7A71BD39A789D797,CLU-DFDE0EB637DE6F53,6,STR-8D22035F518E37FF47A2
STR-8D3A795E5B813D3BE51E,SER-B92687DE56E5CCCB,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
STR-8DB0AD5CDFB534F0A1FD,SER-8F5991D5A52C0797,CLU-21836CAB7AADD67B,1,STR-8DB0AD5CDFB534F0A1FD
STR-8DC5EC4D0143F4C7CD6A,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-8E158147825BE52377FD,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8E3630FC0BF9AADB03BC,SER-82451029B71B4271,CLU-34BEF505D5AECBFE,4,STR-3A4916332CE912BE72A0
STR-8F7CBFDB7C53A966A008,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-8FD0357B1C250F490F7A,SER-6130AFF64594955F,CLU-025D25B15DB44393,3,STR-8FD0357B1C250F490F7A
STR-904EC5EDA40AA8AB23C1,SER-BF392468AE9FDA19,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-90DF1DEF11EC083FD360,SER-71F2CDD537A67AE5,CLU-BA523BB04A57BCDE,2,STR-86DE9B893F458A7FEC98
STR-90EE5A397527C889888A,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-90F148C381A6FE28921A,SER-6405F81075E095E8,CLU-F344A50FEA6F3E90,5,STR-E64E90F663FA85F37778
STR-9115E8E5409E0FED2178,SER-022396F9DA354781,CLU-83E946FCC6EC0184,4,STR-3C59D20673A9FF87E080
STR-9125B3088394B1E7CAA4,SER-0947998AFE2D7961,CLU-F37C0787DB6C8F12,1,STR-9125B3088394B1E7CAA4
STR-913D178EB83662F51B15,SER-8B11BACADDC8B4B4,CLU-B51E94A231067934,5,STR-B714BC7381C3BA11A1BD
STR-913F46730FAF3C502A72,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-91891F1DBB7E5E88635E,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-918CDACAD6A3ADC5DD7E,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-918E0A178CBF8E4B9AE9,SER-8B11BACADDC8B4B4,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-919E61E523A8F795DCEC,SER-2AA1793B3CEE12BF,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-91DBBE357E18B4934420,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-93357EA1BA889F037426,SER-725533906D2EDF46,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-93B1E6E77462AC33263F,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-93E40DC911AC439ED16C,SER-DD1295DDB898AA28,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-93F64171A6C361A48AC4,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-94607F80C78D17F7F58B,SER-0174A77D6587226B,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-949A51086BAD4A70A662,SER-C7EDE3C058C5766A,CLU-EC7C8AAE2A8A7836,5,STR-949A51086BAD4A70A662
STR-94A936446793C2B8E49C,SER-7104828CEE4CF2DE,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-94C191645BE5B0A1978A,SER-67C225F56454DB64,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-94E1D88307C1CEF006D5,SER-6D627319435E78AB,CLU-B7CF97F5F7173F6E,6,STR-291A8BDD78332CB7AA65
STR-954544D85CBDB0FFCB9B,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-96042A1C627CE2CBBC1F,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-9625696A93C79A8B7AB2,SER-CEB66EA77F80FF53,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-96DCE721D71CD4CE180C,SER-F1B982F7128AC1FC,CLU-9D8A9591212F8BEF,1,STR-96DCE721D71CD4CE180C
STR-96E35423F541E47EB48A,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-971462EFAE13318C0E1F,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-971CC9D9CF453AE51D7B,SER-D0CCC78DDD1F06F9,CLU-6A0D5F80C394099F,2,STR-21023797F115C4D325D4
STR-972288F8D4D50B5E44FE,SER-3BBBF6CEAC67F2A5,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-9767BDB895288D4DE128,SER-D0CCC78DDD1F06F9,CLU-4C66778D7AF47B56,9,STR-D4B228AA42C515EFF74F
STR-977651FE1C7684004EBE,SER-20D80D54BBFFFEB3,CLU-4535641A19262E24,3,STR-562B91EA5B528B52D63B
STR-978644C1BF9EC9F346BF,SER-647213101879D186,CLU-D7D8CB9A550B55F0,6,STR-768449AFD0A1BD14A41D
STR-97B7AB1532A54CF194EB,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-97EC0B8AC90C0B7FCB6A,SER-726F16AD19A1FFEA,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-988E78A954C724A4E918,SER-57237C691D760FE1,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-990002F6D026479B6DCF,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-990708AC2AD0842F3BCB,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-9AA3FF70960D58F79546,SER-2C16C2D45BAC162E,CLU-D05EB6AB0B00E296,13,STR-072FE59E687806FA7B3E
STR-9AB451B80BF4E04E2781,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-9AC1D54F9BA0634D1A2E,SER-37B90335DB0B258A,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-9AEB913932F7D1386949,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-9B511E320085B2646A64,SER-0DB08C3F3C4B5783,CLU-27123EA28707BD14,1,STR-9B511E320085B2646A64
STR-9B86A4BF42F7EC6AC8E3,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-9BCADA557E72EE3CB9BA,SER-7D8EB39B423AE666,CLU-F9D6BCB2D7B5C258,1,STR-9BCADA557E72EE3CB9BA
STR-9C168192E4C52880D0E5,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-9C303D8F957257731184,SER-5E7D688CCCDE322E,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-9C6F5F9AE1FD0341471B,SER-13C58FCF8A37F10D,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-9C7406FBB59A2F2C8D9C,SER-A1DEE028F1D5BB4A,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-9C8A9525F1FABB5C1327,SER-E7BF22884378436C,CLU-7A8A235A94FBDBB3,2,STR-460559F541337721ECE0
STR-9CCCDEEF5E324E6E33B4,SER-C9BE969E62A1CF7D,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-9CEE978B571562B060A4,SER-FBD8412D03D2F209,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-9D5FA8EC64504ACC3524,SER-789386810AA6A1B8,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-9D7B1984B46AE21DD5AC,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-9D9A08BEFE284CB422FE,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-9D9B1AE963E341CF559B,SER-0A8207C373DE3400,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-9DAEE3412AFCC35E2A05,SER-A92B484A90BD37D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-9DDC4364CC264A5D1AE9,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-9E30945B1B85AD5CB97B,SER-789386810AA6A1B8,CLU-83A65178F6C49DDF,2,STR-119E78597F506F0B6C75
STR-9E4FCF8CA68285C7D759,SER-B210E620CAC4DB11,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-9E9A5140F6DAB650B46B,SER-D71DF828C6360796,CLU-4C66778D7AF47B56,9,STR-D4B228AA42C515EFF74F
STR-9E9C8374C40CC4C64C60,SER-06A12C1AB182B12E,CLU-3B4AF9A262953942,6,STR-15B6710D6EF043E829A9
STR-9EC06DEFB9DB4A9951A2,SER-788354EC2A8EE709,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-9ED5F7AB73D34199D6B6,SER-789386810AA6A1B8,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-9EEB3BED6CC8A84F57AD,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-9F2105675ED616901558,SER-898A383C2585D819,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-9F7531856423F982C41A,SER-BF278505F68AD0A8,CLU-F4CF92191F3E3B16,1,STR-9F7531856423F982C41A
STR-9FED646BC83A53D2E9C9,SER-88BF110C8AC128BC,CLU-B2BE0F4779A80762,1,STR-9FED646BC83A53D2E9C9
STR-A03DAF6611859C5C8983,SER-FBD8412D03D2F209,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-A1381CEB41898F753D78,SER-6F3389DAFB00746E,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-A19437D5A9F1DA8A27A8,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-A1F0E6930C1DAFA0E759,SER-D0CCC78DDD1F06F9,CLU-4C66778D7AF47B56,9,STR-D4B228AA42C515EFF74F
STR-A21C415987FFBA939D6E,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-A2F21D97062872F508E0,SER-037D77E5E78E29F0,CLU-D05EB6AB0B00E296,13,STR-072FE59E687806FA7B3E
STR-A330C30988CE0ADC0A8D,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-A33A7D4A9E6E6442812C,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-A3B4307502A8FF889516,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-A3C1FA82D6E93CA9057E,SER-1D8F6F9617EE8400,CLU-34BEF505D5AECBFE,4,STR-3A4916332CE912BE72A0
STR-A4B78F32EC254E4C66A8,SER-6405F81075E095E8,CLU-F344A50FEA6F3E90,5,STR-E64E90F663FA85F37778
STR-A50D555FBD2E6BE12E86,SER-B92687DE56E5CCCB,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
STR-A5251367717CBF43E094,SER-C8E13902550B1B05,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-A540B6064EC41BB600F8,SER-FBD8412D03D2F209,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-A5490A895830A71903B2,SER-42BAE6DB7A4F0675,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-A59B36009FADA199468E,SER-C8E13902550B1B05,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-A5A20463BFF941861BA8,SER-57237C691D760FE1,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-A62EFE6B816DF994EE32,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-A6771150771281B862C7,SER-771F69AA470518F3,CLU-049F3DFE998050A0,1,STR-A6771150771281B862C7
STR-A6D8AB953E61D44AA038,SER-57237C691D760FE1,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-A70185AE5063299B6804,SER-824F421089C8056E,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-A723964BC2F481BF1509,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-A801C2BEEB406E6E0F33,SER-7A71BD39A789D797,CLU-DFDE0EB637DE6F53,6,STR-8D22035F518E37FF47A2
STR-A814A4A72CF8681234C9,SER-1425063A81B06E97,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-A81FD784C5400DE7DDA0,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-A8561A75D1EC79B3C31D,SER-D71DF828C6360796,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-A89E4C2F5AB885E0AD8C,SER-D53AC55D86254106,CLU-EC7C8AAE2A8A7836,5,STR-949A51086BAD4A70A662
STR-A9AB52FCFA3880DA25B5,SER-D71DF828C6360796,CLU-4EE9F333AA493C6A,1,STR-A9AB52FCFA3880DA25B5
STR-AA28B6BCC5A0854E325E,SER-13C58FCF8A37F10D,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-AA4D58E6580A56C280AF,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-AA65E7D5BF8C15D9F669,SER-6F3389DAFB00746E,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-AA73D88E6A8F8A2C3D26,SER-13C58FCF8A37F10D,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-AB1714536DDACDAFACEC,SER-6F3389DAFB00746E,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-AC15064651DFC45CB1E4,SER-42BAE6DB7A4F0675,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-ACDFA018CA06C93D8221,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-AD35C124559ACD44BE3E,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-AD791DBCBA03342A8D18,SER-8207B72B2003740B,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-ADD6623F7AD60FDD956E,SER-D837B57CD0E0B2C6,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-ADF0DC68688651046789,SER-D71646C8B89AF1C0,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-AE07246DCCF5CCC9E046,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-AE2AA292EDD25C175AFA,SER-42E6662937367D5D,CLU-1BE2894B07BCAFD8,1,STR-AE2AA292EDD25C175AFA
STR-AEBCF9F47DC8FFE6B030,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-AF457B5C4AE166B10ED6,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-AF889682F3260AB0C490,SER-C8E13902550B1B05,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-AFCAFF699394AD12BCC9,SER-891B43D5BE79EFE1,CLU-AE7138208DBEEF35,1,STR-AFCAFF699394AD12BCC9
STR-AFF9BD01FBFBA6263A29,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B00EBDE672D151BF05E0,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B0F5A7555DF936BC6486,SER-F4014652E6431540,CLU-5D15EB979336DBBA,1,STR-B0F5A7555DF936BC6486
STR-B1B50BB9C2198BA2F3F2,SER-FBD8412D03D2F209,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-B22B1045ECF10A2BE02D,SER-66F02321E9FFE05C,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-B2AFEC539C3D9634128E,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B2BA33058BFAB9451C2F,SER-AB16F058F5D3414B,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-B2FBC3258126732F3345,SER-C9BE969E62A1CF7D,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-B362D479FEC6A2A08BC5,SER-7A71BD39A789D797,CLU-DFDE0EB637DE6F53,6,STR-8D22035F518E37FF47A2
STR-B3713976D3715B01F866,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B37B5C6A72819E700FA9,SER-2C16C2D45BAC162E,CLU-D05EB6AB0B00E296,13,STR-072FE59E687806FA7B3E
STR-B41E25A7E7B38A28FF65,SER-7D8EB39B423AE666,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-B42C6A96CD90C7D4D5BD,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B437BC949901A5D8DC9A,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B4B9D6A6C03B5C8E19FC,SER-4DF9148BF4C90075,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-B51853407B4A9AF321D2,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B520AF3A72F2FF2BC507,SER-317158EDAD8598EE,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-B53DCF54F31F57F891A0,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B546DF2C9D9B81A938ED,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B55D3FD73A77678E9E44,SER-20F67B855744F824,CLU-B51E94A231067934,5,STR-B714BC7381C3BA11A1BD
STR-B56EF6AC340F28C175E6,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-B5884EB8037FEC9CB771,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B5CAC4750A8CE18735B2,SER-BD847DE614D187C7,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-B5D946FAC7CA35C5B953,SER-BD7F2116D422990C,CLU-460675747EBAD496,6,STR-B5D946FAC7CA35C5B953
STR-B67790F64070E12D5EFA,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B714BC7381C3BA11A1BD,SER-8B11BACADDC8B4B4,CLU-B51E94A231067934,5,STR-B714BC7381C3BA11A1BD
STR-B86349156178B4813AFB,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-B86FFEAD38CDA23B5632,SER-3785502795C9E2E2,CLU-34BEF505D5AECBFE,4,STR-3A4916332CE912BE72A0
STR-B8749C56BFCE6CE70125,SER-C6E2380FEBF64C42,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-B8BBFC48D37A12C20E1C,SER-06A12C1AB182B12E,CLU-3B4AF9A262953942,6,STR-15B6710D6EF043E829A9
STR-B8D3AA93809B56B2198C,SER-F2B42B46349F2ECB,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-B91B625C26AF1911063A,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-B9852EE345EDCE391831,SER-1438F78C66150AC4,CLU-E9D610E8E8F38FE9,2,STR-54F1327250956FC1E73B
STR-B9B055BBCE39C09309A4,SER-D71646C8B89AF1C0,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
